"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","3","0.0-0.0","1","0","nqw56tpvpgyj4w0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","9955","0.0-1.0","1","0","nqw56tpvpgyj4w0","[{""page_index"":0,""viewing_time"":1856},{""page_index"":1,""viewing_time"":8089.800000011921}]","9951.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","13430","0.0-2.0","1","0","nqw56tpvpgyj4w0","","3289.199999988079","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","208967","0.0-3.0-0.0-0.0","1","0","nqw56tpvpgyj4w0","","195543.89999997616","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","214349","0.0-3.0-0.0-1.0","1","0","nqw56tpvpgyj4w0","","5123.800000011921","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","223398","0.0-3.0-0.0-2.0","1","0","nqw56tpvpgyj4w0","","8688","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","229504","0.0-3.0-1.0-0.0","1","0","nqw56tpvpgyj4w0","","6104.399999976158","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","230257","0.0-3.0-1.0-1.0-0.0","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","234859","0.0-3.0-1.0-1.0-1.0","1","0","nqw56tpvpgyj4w0","","4597","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","235622","0.0-3.0-1.0-1.0-0.1","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","244120","0.0-3.0-1.0-1.0-1.1","1","0","nqw56tpvpgyj4w0","","8496","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","244875","0.0-3.0-1.0-1.0-0.2","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","249753","0.0-3.0-1.0-1.0-1.2","1","0","nqw56tpvpgyj4w0","","4875","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","250512","0.0-3.0-1.0-1.0-0.3","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","255253","0.0-3.0-1.0-1.0-1.3","1","0","nqw56tpvpgyj4w0","","4741","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","256010","0.0-3.0-1.0-1.0-0.4","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","260068","0.0-3.0-1.0-1.0-1.4","1","0","nqw56tpvpgyj4w0","","4053","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","260825","0.0-3.0-1.0-1.0-0.5","1","0","nqw56tpvpgyj4w0","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","264843","0.0-3.0-1.0-1.0-1.5","1","0","nqw56tpvpgyj4w0","","4016","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","266906","0.0-3.0-2.0","1","0","nqw56tpvpgyj4w0","","1811.7000000476837","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","276340","0.0-4.0-0.0","1","0","nqw56tpvpgyj4w0","[{""page_index"":0,""viewing_time"":1179.699999988079},{""page_index"":1,""viewing_time"":6740.5},{""page_index"":2,""viewing_time"":1512.8999999761581}]","9433.399999976158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","276643","0.0-4.0-1.0-0.0","1","0","nqw56tpvpgyj4w0","","null","","sounds/induction/right_rev/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","278171","0.0-4.0-1.0-1.0","1","0","nqw56tpvpgyj4w0","","1524.9000000357628","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","279176","0.0-4.0-1.0-2.0","1","0","nqw56tpvpgyj4w0","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","279981","0.0-4.0-1.0-0.1","1","0","nqw56tpvpgyj4w0","","null","","sounds/induction/left_rev/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","281143","0.0-4.0-1.0-1.1","1","0","nqw56tpvpgyj4w0","","1160.7999999523163","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","282146","0.0-4.0-1.0-2.1","1","0","nqw56tpvpgyj4w0","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","282952","0.0-4.0-1.0-0.2","1","0","nqw56tpvpgyj4w0","","null","","sounds/induction/left_rev/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","284173","0.0-4.0-1.0-1.2","1","0","nqw56tpvpgyj4w0","","1220.199999988079","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","285176","0.0-4.0-1.0-2.2","1","0","nqw56tpvpgyj4w0","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","285981","0.0-4.0-1.0-0.3","1","0","nqw56tpvpgyj4w0","","null","","sounds/induction/right_rev/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","31","287302","0.0-4.0-1.0-1.3","1","0","nqw56tpvpgyj4w0","","1319","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","288304","0.0-4.0-1.0-2.3","1","0","nqw56tpvpgyj4w0","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","289111","0.0-4.0-1.0-0.4","1","0","nqw56tpvpgyj4w0","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
