"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc"
"pavlovia","0","4","0.0-0.0","1","1","58h1hxnqtqcmguz","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","105700","0.0-1.0","1","1","58h1hxnqtqcmguz","[{""page_index"":0,""viewing_time"":8845.09999999404},{""page_index"":1,""viewing_time"":96845.90000000596}]","105696.19999998808","","","","","","","","","","","","","","","","","","","",""
"external-html","2","110809","0.0-2.0","1","1","58h1hxnqtqcmguz","","4636.899999976158","consent/consent.html","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","113249","0.0-3.0-0.0-0.0","1","1","58h1hxnqtqcmguz","","2436.4000000059605","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-button-response","4","126501","0.0-3.0-0.0-1.0","1","1","58h1hxnqtqcmguz","","12996.800000011921","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","",""
"audio-button-response","5","131781","0.0-3.0-0.0-2.0","1","1","58h1hxnqtqcmguz","","4965","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","",""
"html-button-response","6","144913","0.0-3.0-1.0-0.0","1","1","58h1hxnqtqcmguz","","13130.300000011921","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","145671","0.0-3.0-1.0-1.0-0.0","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","8","151674","0.0-3.0-1.0-1.0-1.0","1","1","58h1hxnqtqcmguz","","6000","","audCalib/t3_1.mp3","0","","2","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","9","152431","0.0-3.0-1.0-1.0-0.1","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","10","157906","0.0-3.0-1.0-1.0-1.1","1","1","58h1hxnqtqcmguz","","5472","","audCalib/t1_2.mp3","1","","0","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","11","158660","0.0-3.0-1.0-1.0-0.2","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","12","163216","0.0-3.0-1.0-1.0-1.2","1","1","58h1hxnqtqcmguz","","4555","","audCalib/t1_1.mp3","2","","0","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","13","163972","0.0-3.0-1.0-1.0-0.3","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","14","169641","0.0-3.0-1.0-1.0-1.3","1","1","58h1hxnqtqcmguz","","5664","","audCalib/t2_2.mp3","0","","1","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","15","170399","0.0-3.0-1.0-1.0-0.4","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","16","175211","0.0-3.0-1.0-1.0-1.4","1","1","58h1hxnqtqcmguz","","4811","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","17","175967","0.0-3.0-1.0-1.0-0.5","1","1","58h1hxnqtqcmguz","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","18","180575","0.0-3.0-1.0-1.0-1.5","1","1","58h1hxnqtqcmguz","","4608","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","",""
"html-button-response","19","185033","0.0-3.0-2.0","1","1","58h1hxnqtqcmguz","","4200.799999982119","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","",""
"instructions","20","218824","0.0-4.0-0.0","1","1","58h1hxnqtqcmguz","[{""page_index"":0,""viewing_time"":9549.40000000596},{""page_index"":1,""viewing_time"":22597.90000000596},{""page_index"":2,""viewing_time"":1641.5999999940395}]","33789.70000001788","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","219180","0.0-4.0-1.0-0.0","1","1","58h1hxnqtqcmguz","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","22","221949","0.0-4.0-1.0-1.0","1","1","58h1hxnqtqcmguz","","2765.9000000059605","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","23","222952","0.0-4.0-1.0-2.0","1","1","58h1hxnqtqcmguz","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","223757","0.0-4.0-1.0-0.1","1","1","58h1hxnqtqcmguz","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","25","226496","0.0-4.0-1.0-1.1","1","1","58h1hxnqtqcmguz","","2736","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","26","227499","0.0-4.0-1.0-2.1","1","1","58h1hxnqtqcmguz","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","228306","0.0-4.0-1.0-0.2","1","1","58h1hxnqtqcmguz","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
