"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","3","0.0-0.0","3","0","f44n7bu16muzd8u","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","13296","0.0-1.0","3","0","f44n7bu16muzd8u","[{""page_index"":0,""viewing_time"":4014.5},{""page_index"":1,""viewing_time"":9272.699999988079}]","13292.900000035763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","7128642","0.0-2.0","3","0","f44n7bu16muzd8u","","1212530.1000000238","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","7131025","0.0-3.0-0.0-0.0","3","0","f44n7bu16muzd8u","","2380.199999988079","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","7437647","0.0-3.0-0.0-1.0","3","0","f44n7bu16muzd8u","","306369.90000003576","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","7463475","0.0-3.0-0.0-2.0","3","0","f44n7bu16muzd8u","","25414","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","7478290","0.0-3.0-1.0-0.0","3","0","f44n7bu16muzd8u","","14813","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","7479044","0.0-3.0-1.0-1.0-0.0","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","7484604","0.0-3.0-1.0-1.0-1.0","3","0","f44n7bu16muzd8u","","5555","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","7485362","0.0-3.0-1.0-1.0-0.1","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","7490795","0.0-3.0-1.0-1.0-1.1","3","0","f44n7bu16muzd8u","","5433","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","7491549","0.0-3.0-1.0-1.0-0.2","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","7496769","0.0-3.0-1.0-1.0-1.2","3","0","f44n7bu16muzd8u","","5219","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","7497524","0.0-3.0-1.0-1.0-0.3","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","7502460","0.0-3.0-1.0-1.0-1.3","3","0","f44n7bu16muzd8u","","4934","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","7503218","0.0-3.0-1.0-1.0-0.4","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","7508507","0.0-3.0-1.0-1.0-1.4","3","0","f44n7bu16muzd8u","","5288","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","7509264","0.0-3.0-1.0-1.0-0.5","3","0","f44n7bu16muzd8u","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","7514072","0.0-3.0-1.0-1.0-1.5","3","0","f44n7bu16muzd8u","","4807","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","7518455","0.0-3.0-2.0","3","0","f44n7bu16muzd8u","","4127.700000047684","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","7545938","0.0-4.0-0.0","3","0","f44n7bu16muzd8u","[{""page_index"":0,""viewing_time"":2883.800000011921},{""page_index"":1,""viewing_time"":12191.5},{""page_index"":2,""viewing_time"":12407.699999988079}]","27483.30000001192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","7546398","0.0-4.0-1.0-0.0","3","0","f44n7bu16muzd8u","","null","","sounds/induction/right_rev/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","7548270","0.0-4.0-1.0-1.0","3","0","f44n7bu16muzd8u","","1869.2999999523163","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","7549273","0.0-4.0-1.0-2.0","3","0","f44n7bu16muzd8u","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","7550075","0.0-4.0-1.0-0.1","3","0","f44n7bu16muzd8u","","null","","sounds/induction/left_rev/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","7551836","0.0-4.0-1.0-1.1","3","0","f44n7bu16muzd8u","","1759.199999988079","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","7552840","0.0-4.0-1.0-2.1","3","0","f44n7bu16muzd8u","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","7553643","0.0-4.0-1.0-0.2","3","0","f44n7bu16muzd8u","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","7554687","0.0-4.0-1.0-1.2","3","0","f44n7bu16muzd8u","","1043.199999988079","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
