"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc"
"pavlovia","0","1","0.0-0.0","3","1","fzjwka6kc72e2j2","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4804","0.0-1.0","3","1","fzjwka6kc72e2j2","[{""page_index"":0,""viewing_time"":1742},{""page_index"":1,""viewing_time"":3056}]","4803","","","","","","","","","","","","","","","","","","","",""
"external-html","2","9113","0.0-2.0","3","1","fzjwka6kc72e2j2","","4306","consent/consent.html","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","10481","0.0-3.0-0.0-0.0","3","1","fzjwka6kc72e2j2","","1366.9999999999982","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-button-response","4","11701","0.0-3.0-0.0-1.0","3","1","fzjwka6kc72e2j2","","966","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","",""
"audio-button-response","5","16143","0.0-3.0-0.0-2.0","3","1","fzjwka6kc72e2j2","","3795","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","",""
"html-button-response","6","17374","0.0-3.0-1.0-0.0","3","1","fzjwka6kc72e2j2","","1229.9999999999964","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","18128","0.0-3.0-1.0-1.0-0.0","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","8","22344","0.0-3.0-1.0-1.0-1.0","3","1","fzjwka6kc72e2j2","","4213","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","9","23097","0.0-3.0-1.0-1.0-0.1","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","10","27020","0.0-3.0-1.0-1.0-1.1","3","1","fzjwka6kc72e2j2","","3920","","audCalib/t2_1.mp3","0","","1","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","11","27773","0.0-3.0-1.0-1.0-0.2","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","12","32431","0.0-3.0-1.0-1.0-1.2","3","1","fzjwka6kc72e2j2","","4656","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","13","33184","0.0-3.0-1.0-1.0-0.3","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","14","37492","0.0-3.0-1.0-1.0-1.3","3","1","fzjwka6kc72e2j2","","4307","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","15","38245","0.0-3.0-1.0-1.0-0.4","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","16","39305","0.0-3.0-1.0-1.0-1.4","3","1","fzjwka6kc72e2j2","","1056","","audCalib/t3_1.mp3","0","","2","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","17","40059","0.0-3.0-1.0-1.0-0.5","3","1","fzjwka6kc72e2j2","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","18","40619","0.0-3.0-1.0-1.0-1.5","3","1","fzjwka6kc72e2j2","","560","","audCalib/t3_2.mp3","0","","2","0","headphone-test","","","","","","","","","","","","",""
"html-button-response","19","42248","0.0-3.0-2.0","3","1","fzjwka6kc72e2j2","","1375","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","",""
"instructions","20","52014","0.0-4.0-0.0","3","1","fzjwka6kc72e2j2","[{""page_index"":0,""viewing_time"":7083.999999999993},{""page_index"":1,""viewing_time"":1079},{""page_index"":2,""viewing_time"":1602.0000000000073}]","9765.999999999993","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","52317","0.0-4.0-1.0-0.0","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","22","53813","0.0-4.0-1.0-1.0","3","1","fzjwka6kc72e2j2","","1494","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","23","54816","0.0-4.0-1.0-2.0","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","55619","0.0-4.0-1.0-0.1","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","25","56061","0.0-4.0-1.0-1.1","3","1","fzjwka6kc72e2j2","","441","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","26","57064","0.0-4.0-1.0-2.1","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","57867","0.0-4.0-1.0-0.2","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","28","58220","0.0-4.0-1.0-1.2","3","1","fzjwka6kc72e2j2","","352","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","",""
"html-keyboard-response","29","59223","0.0-4.0-1.0-2.2","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","60024","0.0-4.0-1.0-0.3","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","31","60361","0.0-4.0-1.0-1.3","3","1","fzjwka6kc72e2j2","","334.9999999999927","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","32","61363","0.0-4.0-1.0-2.3","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","62165","0.0-4.0-1.0-0.4","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","34","62479","0.0-4.0-1.0-1.4","3","1","fzjwka6kc72e2j2","","313","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","35","63482","0.0-4.0-1.0-2.4","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","36","64285","0.0-4.0-1.0-0.5","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","37","64425","0.0-4.0-1.0-1.5","3","1","fzjwka6kc72e2j2","","137.99999999998545","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","",""
"html-keyboard-response","38","65427","0.0-4.0-1.0-2.5","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","39","66229","0.0-4.0-1.0-0.6","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","40","66428","0.0-4.0-1.0-1.6","3","1","fzjwka6kc72e2j2","","197","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","41","67431","0.0-4.0-1.0-2.6","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","42","68234","0.0-4.0-1.0-0.7","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/ni_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","43","68649","0.0-4.0-1.0-1.7","3","1","fzjwka6kc72e2j2","","414","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","44","69652","0.0-4.0-1.0-2.7","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","45","70453","0.0-4.0-1.0-0.8","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","46","70612","0.0-4.0-1.0-1.8","3","1","fzjwka6kc72e2j2","","158","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","47","71614","0.0-4.0-1.0-2.8","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","48","72415","0.0-4.0-1.0-0.9","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","49","72802","0.0-4.0-1.0-1.9","3","1","fzjwka6kc72e2j2","","386","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","50","73805","0.0-4.0-1.0-2.9","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","51","74607","0.0-4.0-1.0-0.10","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","52","74830","0.0-4.0-1.0-1.10","3","1","fzjwka6kc72e2j2","","221","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","53","75832","0.0-4.0-1.0-2.10","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","54","76634","0.0-4.0-1.0-0.11","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","55","77517","0.0-4.0-1.0-1.11","3","1","fzjwka6kc72e2j2","","881","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","",""
"html-keyboard-response","56","78519","0.0-4.0-1.0-2.11","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","57","79322","0.0-4.0-1.0-0.12","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","58","80214","0.0-4.0-1.0-1.12","3","1","fzjwka6kc72e2j2","","891","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","59","81216","0.0-4.0-1.0-2.12","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","60","82018","0.0-4.0-1.0-0.13","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","61","82134","0.0-4.0-1.0-1.13","3","1","fzjwka6kc72e2j2","","115","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","62","83137","0.0-4.0-1.0-2.13","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","63","83938","0.0-4.0-1.0-0.14","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","64","84268","0.0-4.0-1.0-1.14","3","1","fzjwka6kc72e2j2","","329","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","65","85270","0.0-4.0-1.0-2.14","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","66","86071","0.0-4.0-1.0-0.15","3","1","fzjwka6kc72e2j2","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","67","86279","0.0-4.0-1.0-1.15","3","1","fzjwka6kc72e2j2","","206.99999999998545","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","",""
"html-keyboard-response","68","87282","0.0-4.0-1.0-2.15","3","1","fzjwka6kc72e2j2","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
