"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","6","0.0-0.0","2","0","dlbozjomxchg6q9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","165579","0.0-1.0","2","0","dlbozjomxchg6q9","[{""page_index"":0,""viewing_time"":66016.5},{""page_index"":1,""viewing_time"":99552.10000002384}]","165571.60000002384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","212913","0.0-2.0","2","0","dlbozjomxchg6q9","","47151.89999997616","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","224393","0.0-3.0-0.0-0.0","2","0","dlbozjomxchg6q9","","11477.699999988079","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","231078","0.0-3.0-0.0-1.0","2","0","dlbozjomxchg6q9","","6421","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","239160","0.0-3.0-0.0-2.0","2","0","dlbozjomxchg6q9","","7760","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","251418","0.0-3.0-1.0-0.0","2","0","dlbozjomxchg6q9","","12256.600000023842","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","252192","0.0-3.0-1.0-1.0-0.0","2","0","dlbozjomxchg6q9","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","257239","0.0-3.0-1.0-1.0-1.0","2","0","dlbozjomxchg6q9","","5040","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","258014","0.0-3.0-1.0-1.0-0.1","2","0","dlbozjomxchg6q9","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","261811","0.0-3.0-1.0-1.0-1.1","2","0","dlbozjomxchg6q9","","3789","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","262594","0.0-3.0-1.0-1.0-0.2","2","0","dlbozjomxchg6q9","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","267853","0.0-3.0-1.0-1.0-1.2","2","0","dlbozjomxchg6q9","","5251","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","268644","0.0-3.0-1.0-1.0-0.3","2","0","dlbozjomxchg6q9","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
