"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","2","0.0-0.0","1","0","rcm9hmcl85vhjqr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","26997","0.0-1.0","1","0","rcm9hmcl85vhjqr","[{""page_index"":0,""viewing_time"":2938.4000000953674},{""page_index"":1,""viewing_time"":24054.099999904633}]","26996.400000095367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","32107","0.0-2.0","1","0","rcm9hmcl85vhjqr","","4954.200000047684","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","37795","0.0-3.0-0.0-0.0","1","0","rcm9hmcl85vhjqr","","5685.299999952316","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","44679","0.0-3.0-0.0-1.0","1","0","rcm9hmcl85vhjqr","","6628.200000047684","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","53470","0.0-3.0-0.0-2.0","1","0","rcm9hmcl85vhjqr","","8469","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","83620","0.0-3.0-1.0-0.0","1","0","rcm9hmcl85vhjqr","","30149.900000095367","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","84378","0.0-3.0-1.0-1.0-0.0","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","90750","0.0-3.0-1.0-1.0-1.0","1","0","rcm9hmcl85vhjqr","","6325","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","91509","0.0-3.0-1.0-1.0-0.1","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","102362","0.0-3.0-1.0-1.0-1.1","1","0","rcm9hmcl85vhjqr","","10848","","audCalib/t1_1.mp3","2","","0","0","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","103120","0.0-3.0-1.0-1.0-0.2","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","107924","0.0-3.0-1.0-1.0-1.2","1","0","rcm9hmcl85vhjqr","","4800","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","108682","0.0-3.0-1.0-1.0-0.3","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","113291","0.0-3.0-1.0-1.0-1.3","1","0","rcm9hmcl85vhjqr","","4603","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","114052","0.0-3.0-1.0-1.0-0.4","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","121818","0.0-3.0-1.0-1.0-1.4","1","0","rcm9hmcl85vhjqr","","7760","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","122578","0.0-3.0-1.0-1.0-0.5","1","0","rcm9hmcl85vhjqr","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","127108","0.0-3.0-1.0-1.0-1.5","1","0","rcm9hmcl85vhjqr","","4528","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","130041","0.0-3.0-2.0","1","0","rcm9hmcl85vhjqr","","2676.0999999046326","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","158351","0.0-4.0-0.0","1","0","rcm9hmcl85vhjqr","[{""page_index"":0,""viewing_time"":2617.5},{""page_index"":1,""viewing_time"":20525.900000095367},{""page_index"":2,""viewing_time"":5166}]","28309.900000095367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","158700","0.0-4.0-1.0-0.0","1","0","rcm9hmcl85vhjqr","","null","","sounds/induction/right_rev/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","160526","0.0-4.0-1.0-1.0","1","0","rcm9hmcl85vhjqr","","1824.4000000953674","","Was the sound coming from the left or the right?","0","","","0","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","161529","0.0-4.0-1.0-2.0","1","0","rcm9hmcl85vhjqr","","null","","<p style=""color:#690000;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
