"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc"
"pavlovia","0","4","0.0-0.0","2","1","ak9s845qk8nv623","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","7070","0.0-1.0","2","1","ak9s845qk8nv623","[{""page_index"":0,""viewing_time"":2068},{""page_index"":1,""viewing_time"":4995}]","7065","","","","","","","","","","","","","","","","","","","",""
"external-html","2","10111","0.0-2.0","2","1","ak9s845qk8nv623","","2927","consent/consent.html","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","12894","0.0-3.0-0.0-0.0","2","1","ak9s845qk8nv623","","2780","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-button-response","4","13612","0.0-3.0-0.0-1.0","2","1","ak9s845qk8nv623","","465","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","",""
"audio-button-response","5","20599","0.0-3.0-0.0-2.0","2","1","ak9s845qk8nv623","","6637","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","",""
"html-button-response","6","27938","0.0-3.0-1.0-0.0","2","1","ak9s845qk8nv623","","7338","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","28692","0.0-3.0-1.0-1.0-0.0","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","8","39522","0.0-3.0-1.0-1.0-1.0","2","1","ak9s845qk8nv623","","10827","","audCalib/t1_2.mp3","1","","0","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","9","40277","0.0-3.0-1.0-1.0-0.1","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","10","44796","0.0-3.0-1.0-1.0-1.1","2","1","ak9s845qk8nv623","","4517","","audCalib/t2_2.mp3","0","","1","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","11","45550","0.0-3.0-1.0-1.0-0.2","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","12","49412","0.0-3.0-1.0-1.0-1.2","2","1","ak9s845qk8nv623","","3861","","audCalib/t3_2.mp3","0","","2","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","13","50164","0.0-3.0-1.0-1.0-0.3","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","14","54928","0.0-3.0-1.0-1.0-1.3","2","1","ak9s845qk8nv623","","4760","","audCalib/t3_1.mp3","0","","2","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","15","55682","0.0-3.0-1.0-1.0-0.4","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","16","59870","0.0-3.0-1.0-1.0-1.4","2","1","ak9s845qk8nv623","","4184","","audCalib/t2_1.mp3","0","","1","0","headphone-test","","","","","","","","","","","","",""
"html-keyboard-response","17","60623","0.0-3.0-1.0-1.0-0.5","2","1","ak9s845qk8nv623","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","",""
"audio-button-response","18","65155","0.0-3.0-1.0-1.0-1.5","2","1","ak9s845qk8nv623","","4528","","audCalib/t1_1.mp3","1","","0","0","headphone-test","","","","","","","","","","","","",""
"html-button-response","19","67476","0.0-3.0-2.0","2","1","ak9s845qk8nv623","","2070","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","",""
"instructions","20","74101","0.0-4.0-0.0","2","1","ak9s845qk8nv623","[{""page_index"":0,""viewing_time"":1333},{""page_index"":1,""viewing_time"":3566},{""page_index"":2,""viewing_time"":1725}]","6624","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","74404","0.0-4.0-1.0-0.0","2","1","ak9s845qk8nv623","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","22","77526","0.0-4.0-1.0-1.0","2","1","ak9s845qk8nv623","","3121","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","23","78529","0.0-4.0-1.0-2.0","2","1","ak9s845qk8nv623","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","79331","0.0-4.0-1.0-0.1","2","1","ak9s845qk8nv623","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","25","80943","0.0-4.0-1.0-1.1","2","1","ak9s845qk8nv623","","1609","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","26","81945","0.0-4.0-1.0-2.1","2","1","ak9s845qk8nv623","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","82747","0.0-4.0-1.0-0.2","2","1","ak9s845qk8nv623","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","28","84234","0.0-4.0-1.0-1.2","2","1","ak9s845qk8nv623","","1485","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","",""
"html-keyboard-response","29","85237","0.0-4.0-1.0-2.2","2","1","ak9s845qk8nv623","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","86040","0.0-4.0-1.0-0.3","2","1","ak9s845qk8nv623","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","31","87301","0.0-4.0-1.0-1.3","2","1","ak9s845qk8nv623","","1259","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","",""
"html-keyboard-response","32","88304","0.0-4.0-1.0-2.3","2","1","ak9s845qk8nv623","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","89107","0.0-4.0-1.0-0.4","2","1","ak9s845qk8nv623","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","",""
"html-button-response","34","90035","0.0-4.0-1.0-1.4","2","1","ak9s845qk8nv623","","926","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","",""
