"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","1","0.0-0.0","1","1","b7ed8wdnoab00qs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","11875","0.0-1.0","1","1","b7ed8wdnoab00qs","[{""page_index"":0,""viewing_time"":8415},{""page_index"":1,""viewing_time"":3457}]","11874.000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","14599","0.0-2.0","1","1","b7ed8wdnoab00qs","","2721","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","29552","0.0-3.0-0.0-0.0","1","1","b7ed8wdnoab00qs","","14952","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","35546","0.0-3.0-0.0-1.0","1","1","b7ed8wdnoab00qs","","5740","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","41184","0.0-3.0-0.0-2.0","1","1","b7ed8wdnoab00qs","","4832","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","44270","0.0-3.0-1.0-0.0","1","1","b7ed8wdnoab00qs","","3085","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","45024","0.0-3.0-1.0-1.0-0.0","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","49297","0.0-3.0-1.0-1.0-1.0","1","1","b7ed8wdnoab00qs","","4267","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","50051","0.0-3.0-1.0-1.0-0.1","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","53935","0.0-3.0-1.0-1.0-1.1","1","1","b7ed8wdnoab00qs","","3883","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","54689","0.0-3.0-1.0-1.0-0.2","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","58552","0.0-3.0-1.0-1.0-1.2","1","1","b7ed8wdnoab00qs","","3861","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","59306","0.0-3.0-1.0-1.0-0.3","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","63369","0.0-3.0-1.0-1.0-1.3","1","1","b7ed8wdnoab00qs","","4064","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","64123","0.0-3.0-1.0-1.0-0.4","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","68041","0.0-3.0-1.0-1.0-1.4","1","1","b7ed8wdnoab00qs","","3925","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","68795","0.0-3.0-1.0-1.0-0.5","1","1","b7ed8wdnoab00qs","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","73968","0.0-3.0-1.0-1.0-1.5","1","1","b7ed8wdnoab00qs","","5163","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","76219","0.0-3.0-2.0","1","1","b7ed8wdnoab00qs","","1999","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","93881","0.0-4.0-0.0","1","1","b7ed8wdnoab00qs","[{""page_index"":0,""viewing_time"":1881.9999999999854},{""page_index"":1,""viewing_time"":13822},{""page_index"":2,""viewing_time"":1957}]","17660.999999999985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","94184","0.0-4.0-1.0-0.0","1","1","b7ed8wdnoab00qs","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
