"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","2","0.0-0.0","1","1","2d13aqfaqbwm1eg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","149741","0.0-1.0","1","1","2d13aqfaqbwm1eg","[{""page_index"":0,""viewing_time"":2916.2999999821186},{""page_index"":1,""viewing_time"":146818.70000001788}]","149743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","162081","0.0-2.0","1","1","2d13aqfaqbwm1eg","","11960.699999988079","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","166070","0.0-3.0-0.0-0.0","1","1","2d13aqfaqbwm1eg","","3985.7000000178814","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","170037","0.0-3.0-0.0-1.0","1","1","2d13aqfaqbwm1eg","","3709.800000011921","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","174587","0.0-3.0-0.0-2.0","1","1","2d13aqfaqbwm1eg","","3787","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","186566","0.0-3.0-1.0-0.0","1","1","2d13aqfaqbwm1eg","","11976.300000011921","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","187324","0.0-3.0-1.0-1.0-0.0","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","192138","0.0-3.0-1.0-1.0-1.0","1","1","2d13aqfaqbwm1eg","","4811","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","192896","0.0-3.0-1.0-1.0-0.1","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","197938","0.0-3.0-1.0-1.0-1.1","1","1","2d13aqfaqbwm1eg","","5040","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","198696","0.0-3.0-1.0-1.0-0.2","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","203369","0.0-3.0-1.0-1.0-1.2","1","1","2d13aqfaqbwm1eg","","4672","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","204126","0.0-3.0-1.0-1.0-0.3","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","208669","0.0-3.0-1.0-1.0-1.3","1","1","2d13aqfaqbwm1eg","","4539","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","209422","0.0-3.0-1.0-1.0-0.4","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","214028","0.0-3.0-1.0-1.0-1.4","1","1","2d13aqfaqbwm1eg","","4603","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","214787","0.0-3.0-1.0-1.0-0.5","1","1","2d13aqfaqbwm1eg","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","219767","0.0-3.0-1.0-1.0-1.5","1","1","2d13aqfaqbwm1eg","","4976","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","221610","0.0-3.0-2.0","1","1","2d13aqfaqbwm1eg","","1587.800000011921","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","240789","0.0-4.0-0.0","1","1","2d13aqfaqbwm1eg","[{""page_index"":0,""viewing_time"":1539.199999988079},{""page_index"":1,""viewing_time"":15163.800000011921},{""page_index"":2,""viewing_time"":2474.5}]","19178.69999998808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","241095","0.0-4.0-1.0-0.0","1","1","2d13aqfaqbwm1eg","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","246177","0.0-4.0-1.0-1.0","1","1","2d13aqfaqbwm1eg","","5079.200000017881","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","247182","0.0-4.0-1.0-2.0","1","1","2d13aqfaqbwm1eg","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","247985","0.0-4.0-1.0-0.1","1","1","2d13aqfaqbwm1eg","","null","","sounds/induction/right/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","249570","0.0-4.0-1.0-1.1","1","1","2d13aqfaqbwm1eg","","1581.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","250575","0.0-4.0-1.0-2.1","1","1","2d13aqfaqbwm1eg","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","251377","0.0-4.0-1.0-0.2","1","1","2d13aqfaqbwm1eg","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
