"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress"
"audio-keyboard-response","60","2465503","0.0-4.0-1.0-0.13","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","61","2466531","0.0-4.0-1.0-1.13","2","1","q4qs86cjwweeet5","","1024.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","62","2467536","0.0-4.0-1.0-2.13","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","63","2468341","0.0-4.0-1.0-0.14","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","64","2469561","0.0-4.0-1.0-1.14","2","1","q4qs86cjwweeet5","","1218.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","2470564","0.0-4.0-1.0-2.14","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","66","2471370","0.0-4.0-1.0-0.15","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","67","2472768","0.0-4.0-1.0-1.15","2","1","q4qs86cjwweeet5","","1396.4000000059605","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","2473772","0.0-4.0-1.0-2.15","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","69","2474580","0.0-4.0-1.0-0.16","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","70","2475301","0.0-4.0-1.0-1.16","2","1","q4qs86cjwweeet5","","719.9000000059605","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","2476303","0.0-4.0-1.0-2.16","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","72","2477108","0.0-4.0-1.0-0.17","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","73","2477729","0.0-4.0-1.0-1.17","2","1","q4qs86cjwweeet5","","619.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","2478735","0.0-4.0-1.0-2.17","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","75","2479541","0.0-4.0-1.0-0.18","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","76","2480959","0.0-4.0-1.0-1.18","2","1","q4qs86cjwweeet5","","1416.2999999821186","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","2481966","0.0-4.0-1.0-2.18","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","78","2482772","0.0-4.0-1.0-0.19","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","79","2483592","0.0-4.0-1.0-1.19","2","1","q4qs86cjwweeet5","","818","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","2484595","0.0-4.0-1.0-2.19","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","81","2485396","0.0-4.0-1.0-0.20","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","82","2486711","0.0-4.0-1.0-1.20","2","1","q4qs86cjwweeet5","","1312.7999999821186","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","83","2487717","0.0-4.0-1.0-2.20","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","84","2488522","0.0-4.0-1.0-0.21","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","85","2489310","0.0-4.0-1.0-1.21","2","1","q4qs86cjwweeet5","","786.5999999940395","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","86","2490313","0.0-4.0-1.0-2.21","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","87","2491119","0.0-4.0-1.0-0.22","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","88","2491783","0.0-4.0-1.0-1.22","2","1","q4qs86cjwweeet5","","661.9000000059605","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","89","2492786","0.0-4.0-1.0-2.22","2","1","q4qs86cjwweeet5","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","90","2493594","0.0-4.0-1.0-0.23","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","91","2494687","0.0-4.0-1.0-1.23","2","1","q4qs86cjwweeet5","","1090.4000000059605","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","2495694","0.0-4.0-1.0-2.23","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","93","2496501","0.0-4.0-1.0-0.24","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","94","2497294","0.0-4.0-1.0-1.24","2","1","q4qs86cjwweeet5","","791.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","95","2498301","0.0-4.0-1.0-2.24","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","96","2499103","0.0-4.0-1.0-0.25","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","97","2499814","0.0-4.0-1.0-1.25","2","1","q4qs86cjwweeet5","","709.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","98","2500820","0.0-4.0-1.0-2.25","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","99","2501626","0.0-4.0-1.0-0.26","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","100","2502878","0.0-4.0-1.0-1.26","2","1","q4qs86cjwweeet5","","1249.5999999940395","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","101","2503880","0.0-4.0-1.0-2.26","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","102","2504687","0.0-4.0-1.0-0.27","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","103","2505471","0.0-4.0-1.0-1.27","2","1","q4qs86cjwweeet5","","780.9000000059605","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","104","2506478","0.0-4.0-1.0-2.27","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","105","2507279","0.0-4.0-1.0-0.28","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","106","2509131","0.0-4.0-1.0-1.28","2","1","q4qs86cjwweeet5","","1849.5999999940395","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","107","2510137","0.0-4.0-1.0-2.28","2","1","q4qs86cjwweeet5","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","108","2510943","0.0-4.0-1.0-0.29","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","109","2512226","0.0-4.0-1.0-1.29","2","1","q4qs86cjwweeet5","","1279.699999988079","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","110","2513231","0.0-4.0-1.0-2.29","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","111","2514036","0.0-4.0-1.0-0.30","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","112","2514978","0.0-4.0-1.0-1.30","2","1","q4qs86cjwweeet5","","939.5999999940395","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","113","2515985","0.0-4.0-1.0-2.30","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","114","2516788","0.0-4.0-1.0-0.31","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","115","2517912","0.0-4.0-1.0-1.31","2","1","q4qs86cjwweeet5","","1121.699999988079","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","116","2518917","0.0-4.0-1.0-2.31","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","117","2519722","0.0-4.0-1.0-0.32","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","118","2520390","0.0-4.0-1.0-1.32","2","1","q4qs86cjwweeet5","","666.8000000119209","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","119","2521392","0.0-4.0-1.0-2.32","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","120","2522197","0.0-4.0-1.0-0.33","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","121","2547945","0.0-4.0-1.0-1.33","2","1","q4qs86cjwweeet5","","25745.69999998808","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","122","2548954","0.0-4.0-1.0-2.33","2","1","q4qs86cjwweeet5","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","123","2549759","0.0-4.0-1.0-0.34","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","124","2550728","0.0-4.0-1.0-1.34","2","1","q4qs86cjwweeet5","","965.5999999940395","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","125","2551734","0.0-4.0-1.0-2.34","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","126","2552543","0.0-4.0-1.0-0.35","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","127","2553433","0.0-4.0-1.0-1.35","2","1","q4qs86cjwweeet5","","887.3000000119209","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","128","2554438","0.0-4.0-1.0-2.35","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","129","2555242","0.0-4.0-1.0-0.36","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","130","2584633","0.0-4.0-1.0-1.36","2","1","q4qs86cjwweeet5","","29389.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","131","2585639","0.0-4.0-1.0-2.36","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","132","2586488","0.0-4.0-1.0-0.37","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","133","2587671","0.0-4.0-1.0-1.37","2","1","q4qs86cjwweeet5","","1182.2000000178814","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","134","2588678","0.0-4.0-1.0-2.37","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","135","2589486","0.0-4.0-1.0-0.38","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","136","2591831","0.0-4.0-1.0-1.38","2","1","q4qs86cjwweeet5","","2343.5999999940395","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","137","2592837","0.0-4.0-1.0-2.38","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","138","2593645","0.0-4.0-1.0-0.39","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","139","2598630","0.0-4.0-1.0-1.39","2","1","q4qs86cjwweeet5","","4983.799999982119","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","2599635","0.0-4.0-1.0-2.39","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","141","2600440","0.0-4.0-1.0-0.40","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","142","2603326","0.0-4.0-1.0-1.40","2","1","q4qs86cjwweeet5","","2883.7999999821186","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","143","2604328","0.0-4.0-1.0-2.40","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","144","2605133","0.0-4.0-1.0-0.41","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","145","2606127","0.0-4.0-1.0-1.41","2","1","q4qs86cjwweeet5","","992.5999999940395","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","146","2607130","0.0-4.0-1.0-2.41","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","147","2607939","0.0-4.0-1.0-0.42","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","148","2608727","0.0-4.0-1.0-1.42","2","1","q4qs86cjwweeet5","","786.7999999821186","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","149","2609734","0.0-4.0-1.0-2.42","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","150","2610536","0.0-4.0-1.0-0.43","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","151","2611557","0.0-4.0-1.0-1.43","2","1","q4qs86cjwweeet5","","1019.0999999940395","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","152","2612559","0.0-4.0-1.0-2.43","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","153","2613363","0.0-4.0-1.0-0.44","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","154","2615018","0.0-4.0-1.0-1.44","2","1","q4qs86cjwweeet5","","1654.2999999821186","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","155","2616021","0.0-4.0-1.0-2.44","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","156","2616824","0.0-4.0-1.0-0.45","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","157","2617701","0.0-4.0-1.0-1.45","2","1","q4qs86cjwweeet5","","876.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","158","2618709","0.0-4.0-1.0-2.45","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","159","2619512","0.0-4.0-1.0-0.46","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","160","2620255","0.0-4.0-1.0-1.46","2","1","q4qs86cjwweeet5","","741.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","161","2621261","0.0-4.0-1.0-2.46","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","162","2622067","0.0-4.0-1.0-0.47","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","163","2623296","0.0-4.0-1.0-1.47","2","1","q4qs86cjwweeet5","","1228","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","164","2624302","0.0-4.0-1.0-2.47","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","165","2630980","0.0-5.0-0.0","2","1","q4qs86cjwweeet5","","6175.300000011921","","<p>Thank you for your answers.</p><p>You will now listen to similar sounds. The main difference is that the sounds will be longer and will make up complete sentences.</p><p>Please listen carefully to each sentence. After each sentence, you will be asked to type back what you heard to the best of your ability. After you provide your response, you will be given feedback about the correct answer.</p><p>There are 10 sentences in total.","0","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","166","2633566","0.0-5.0-1.0-0.0","2","1","q4qs86cjwweeet5","","null","","sounds/sentences/left/14_03_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","167","2659751","0.0-5.0-1.0-1.0","2","1","q4qs86cjwweeet5","","26180","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""feesueroopeepootamee""}","Pluck the bright rose without leaves.","pluck,bright,rose,without,leaves","FEESUEROOPEEPOOTAMEE","0","0","0","0","0","0","0","","","","",""
"html-keyboard-response","168","2661012","0.0-5.0-1.0-2.0","2","1","q4qs86cjwweeet5","","null","","","","null","","","","","","","","","","","","","","","","","","","","",""
