"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress"
"html-button-response","49","2454256","0.0-4.0-1.0-1.9","2","1","q4qs86cjwweeet5","","1347.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","2455259","0.0-4.0-1.0-2.9","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","51","2456063","0.0-4.0-1.0-0.10","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","52","2457389","0.0-4.0-1.0-1.10","2","1","q4qs86cjwweeet5","","1324.0999999940395","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","53","2458393","0.0-4.0-1.0-2.10","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","54","2459194","0.0-4.0-1.0-0.11","2","1","q4qs86cjwweeet5","","null","","sounds/induction/right/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","55","2460667","0.0-4.0-1.0-1.11","2","1","q4qs86cjwweeet5","","1471.5999999940395","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","56","2461672","0.0-4.0-1.0-2.11","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","57","2462479","0.0-4.0-1.0-0.12","2","1","q4qs86cjwweeet5","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","58","2463691","0.0-4.0-1.0-1.12","2","1","q4qs86cjwweeet5","","1209.9000000059605","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","59","2464698","0.0-4.0-1.0-2.12","2","1","q4qs86cjwweeet5","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
