"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","slider_start","response","question_order","syllable","syllable_type"
"pavlovia","0","3","0.0-0.0","2","1","gm906sze4a6484v","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","28145","0.0-1.0","2","1","gm906sze4a6484v","[{""page_index"":0,""viewing_time"":12132.199999988079},{""page_index"":1,""viewing_time"":16007.300000011921}]","28141.80000001192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","33314","0.0-2.0","2","1","gm906sze4a6484v","","5040.5","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","160777","0.0-3.0-0.0-0.0","2","1","gm906sze4a6484v","","127460.69999998808","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","170016","0.0-3.0-0.0-1.0","2","1","gm906sze4a6484v","","8987","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","182684","0.0-3.0-0.0-2.0","2","1","gm906sze4a6484v","","11741","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","199246","0.0-3.0-1.0-0.0","2","1","gm906sze4a6484v","","16561.19999998808","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","200038","0.0-3.0-1.0-1.0-0.0","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","208661","0.0-3.0-1.0-1.0-1.0","2","1","gm906sze4a6484v","","8619","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","209437","0.0-3.0-1.0-1.0-0.1","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","216867","0.0-3.0-1.0-1.0-1.1","2","1","gm906sze4a6484v","","7419","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","217629","0.0-3.0-1.0-1.0-0.2","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","222268","0.0-3.0-1.0-1.0-1.2","2","1","gm906sze4a6484v","","4640","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","223027","0.0-3.0-1.0-1.0-0.3","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","227874","0.0-3.0-1.0-1.0-1.3","2","1","gm906sze4a6484v","","4840","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","228658","0.0-3.0-1.0-1.0-0.4","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","234018","0.0-3.0-1.0-1.0-1.4","2","1","gm906sze4a6484v","","5349","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","234788","0.0-3.0-1.0-1.0-0.5","2","1","gm906sze4a6484v","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","239153","0.0-3.0-1.0-1.0-1.5","2","1","gm906sze4a6484v","","4360","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","245783","0.0-3.0-2.0","2","1","gm906sze4a6484v","","6365.100000023842","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","333618","0.0-4.0-0.0","2","1","gm906sze4a6484v","[{""page_index"":0,""viewing_time"":2745.399999976158},{""page_index"":1,""viewing_time"":83491.80000001192},{""page_index"":2,""viewing_time"":1597.5}]","87835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","335529","0.0-4.0-1.0-0.0","2","1","gm906sze4a6484v","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","342236","0.0-4.0-1.0-1.0","2","1","gm906sze4a6484v","","6705.699999988079","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","343239","0.0-4.0-1.0-2.0","2","1","gm906sze4a6484v","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","344058","0.0-4.0-1.0-0.1","2","1","gm906sze4a6484v","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","346911","0.0-4.0-1.0-1.1","2","1","gm906sze4a6484v","","2850.800000011921","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","347917","0.0-4.0-1.0-2.1","2","1","gm906sze4a6484v","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","348738","0.0-4.0-1.0-0.2","2","1","gm906sze4a6484v","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","353549","0.0-4.0-1.0-1.2","2","1","gm906sze4a6484v","","4810.5","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","354551","0.0-4.0-1.0-2.2","2","1","gm906sze4a6484v","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","355378","0.0-4.0-1.0-0.3","2","1","gm906sze4a6484v","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","31","360434","0.0-4.0-1.0-1.3","2","1","gm906sze4a6484v","","5054.800000011921","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","361437","0.0-4.0-1.0-2.3","2","1","gm906sze4a6484v","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","362258","0.0-4.0-1.0-0.4","2","1","gm906sze4a6484v","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","34","363968","0.0-4.0-1.0-1.4","2","1","gm906sze4a6484v","","1708.800000011921","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","364977","0.0-4.0-1.0-2.4","2","1","gm906sze4a6484v","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","36","365787","0.0-4.0-1.0-0.5","2","1","gm906sze4a6484v","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","37","368445","0.0-4.0-1.0-1.5","2","1","gm906sze4a6484v","","2657.199999988079","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","38","369457","0.0-4.0-1.0-2.5","2","1","gm906sze4a6484v","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","39","370268","0.0-4.0-1.0-0.6","2","1","gm906sze4a6484v","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","40","371236","0.0-4.0-1.0-1.6","2","1","gm906sze4a6484v","","967.3000000119209","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","372237","0.0-4.0-1.0-2.6","2","1","gm906sze4a6484v","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","42","373048","0.0-4.0-1.0-0.7","2","1","gm906sze4a6484v","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
