"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","syllable","syllable_type"
"audio-keyboard-response","227","1093172","0.0-7.0-1.0-1.2","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/W002.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","228","1094132","0.0-7.0-1.0-2.2","2","0","4jmezqs5npk3znh","","451.2999999523163","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","51","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/W002.mp3","word","","","","","","","","","","","","","","","","",""
"html-keyboard-response","229","1096145","0.0-7.0-1.0-0.3","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","230","1097093","0.0-7.0-1.0-1.3","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/N002.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","231","1098205","0.0-7.0-1.0-2.3","2","0","4jmezqs5npk3znh","","603.3000000715256","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","49","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/N002.mp3","nonword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","232","1100219","0.0-7.0-1.0-0.4","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","233","1101163","0.0-7.0-1.0-1.4","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/P004.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","234","1102485","0.0-7.0-1.0-2.4","2","0","4jmezqs5npk3znh","","813.7000000476837","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","50","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/P004.mp3","partword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","235","1104510","0.0-7.0-1.0-0.5","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","236","1105453","0.0-7.0-1.0-1.5","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/N004.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","237","1106365","0.0-7.0-1.0-2.5","2","0","4jmezqs5npk3znh","","404.39999997615814","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","51","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/N004.mp3","nonword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","238","1108379","0.0-7.0-1.0-0.6","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","239","1109323","0.0-7.0-1.0-1.6","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/P002.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","240","1110885","0.0-7.0-1.0-2.6","2","0","4jmezqs5npk3znh","","1055.5","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","51","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/P002.mp3","partword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","241","1112901","0.0-7.0-1.0-0.7","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","242","1113853","0.0-7.0-1.0-1.7","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/W001.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","243","1114784","0.0-7.0-1.0-2.7","2","0","4jmezqs5npk3znh","","422.40000009536743","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","52","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/W001.mp3","word","","","","","","","","","","","","","","","","",""
"html-keyboard-response","244","1116800","0.0-7.0-1.0-0.8","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","245","1117733","0.0-7.0-1.0-1.8","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/P003.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","246","1118684","0.0-7.0-1.0-2.8","2","0","4jmezqs5npk3znh","","442.7000000476837","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","51","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/P003.mp3","partword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","247","1120701","0.0-7.0-1.0-0.9","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","248","1121643","0.0-7.0-1.0-1.9","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/W003.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","249","1122576","0.0-7.0-1.0-2.9","2","0","4jmezqs5npk3znh","","418.89999997615814","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","50","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/W003.mp3","word","","","","","","","","","","","","","","","","",""
"html-keyboard-response","250","1124589","0.0-7.0-1.0-0.10","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","251","1125533","0.0-7.0-1.0-1.10","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/W004.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","252","1126574","0.0-7.0-1.0-2.10","2","0","4jmezqs5npk3znh","","535.5","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","51","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/W004.mp3","word","","","","","","","","","","","","","","","","",""
"html-keyboard-response","253","1128580","0.0-7.0-1.0-0.11","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","254","1129522","0.0-7.0-1.0-1.11","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/P001.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","255","1130406","0.0-7.0-1.0-2.11","2","0","4jmezqs5npk3znh","","375.60000002384186","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","50","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/P001.mp3","partword","","","","","","","","","","","","","","","","",""
"html-button-response","256","1135221","0.0-8.0-0.0","2","0","4jmezqs5npk3znh","","3809.600000023842","","<p>You will now listen to longer sound sequences.</p><p>Each sound sequence will last about 16 seconds.</p><p>On each trial, you will be given a <u>TARGET SOUND</u>. Your task is to listen very carefully for this sound.</p><p>Every time you hear the <u>TARGET SOUND</u>, you will press the <b>SPACEBAR</b> as quickly and accurately as you can.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","257","1140808","0.0-8.0-1.0","2","0","4jmezqs5npk3znh","","5326.399999976158","","<p>It is very important that you make your responses as quickly and accurately as possible.</p><p>To help you make your responses, you will be able to listen to the <u>TARGET SOUND</u> at the beginning of each trial.</p><p>There will be 36 total trials.</p><p><b>Note: This is meant to be a difficult task. We simply want you to try your best.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","258","1142225","0.0-8.0-2.0-0.0","2","0","4jmezqs5npk3znh","","1151.7999999523163","","<p>Trial 1 of 36</p>","0","","","","","","","","","","","","","","NI","sounds/syllables/ni_SWS.wav","2100,3900,6600,12900","2","","","","","","","","","","","","",""
"html-keyboard-response","259","1143640","0.0-8.0-2.0-1.0","2","0","4jmezqs5npk3znh","","1413.7000000476837","","","","80","","","","","","","","","","","","","NI","","2100,3900,6600,12900","2","","","","","","","","","","","","",""
"audio-keyboard-response","260","1143932","0.0-8.0-2.0-2.0-0.0","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","261","1145549","0.0-8.0-2.0-2.0-1.0","2","0","4jmezqs5npk3znh","","1616.1000000238419","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","262","1146362","0.0-8.0-2.0-2.1-0.1","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","263","1147319","0.0-8.0-2.0-2.1-1.1","2","0","4jmezqs5npk3znh","","955.6999999284744","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","264","1162262","0.0-8.0-2.0-3.0","2","0","4jmezqs5npk3znh","","3320","","sounds/B/TD/NI_06_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","NI","","2100,3900,6600,12900","2","2100","3900","6600","12900","null","null","691.1999999284744","null","3313_7291.199999928474_11955.599999904633_14255.5","2","","",""
"html-button-response","265","1163518","0.0-8.0-2.0-0.1","2","0","4jmezqs5npk3znh","","1252.1000000238419","","<p>Trial 2 of 36</p>","0","","","","","","","","","","","","","","FU","sounds/syllables/fu_SWS.wav","3600,6300,9900,12600","1","","","","","","","","","","","","",""
"html-keyboard-response","266","1164950","0.0-8.0-2.0-1.1","2","0","4jmezqs5npk3znh","","1430.5","","","","80","","","","","","","","","","","","","FU","","3600,6300,9900,12600","1","","","","","","","","","","","","",""
"audio-keyboard-response","267","1165253","0.0-8.0-2.0-2.2-0.2","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","268","1165803","0.0-8.0-2.0-2.2-1.2","2","0","4jmezqs5npk3znh","","549.1000000238419","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","269","1166613","0.0-8.0-2.0-2.3-0.3","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","270","1167400","0.0-8.0-2.0-2.3-1.3","2","0","4jmezqs5npk3znh","","786","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","271","1182353","0.0-8.0-2.0-3.1","2","0","4jmezqs5npk3znh","","4139","","sounds/B/TD/FU_01_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","FU","","3600,6300,9900,12600","1","3600","6300","9900","12600","532.8999999761581","1056.8999999761581","916.3999999761581","null","____4132.899999976158_7356.899999976158_10816.399999976158","2","","",""
"html-button-response","272","1183389","0.0-8.0-2.0-0.2","2","0","4jmezqs5npk3znh","","1033.1000000238419","","<p>Trial 3 of 36</p>","0","","","","","","","","","","","","","","PU","sounds/syllables/pu_SWS.wav","1800,3600,5400,10800","1","","","","","","","","","","","","",""
"html-keyboard-response","273","1183935","0.0-8.0-2.0-1.2","2","0","4jmezqs5npk3znh","","543.7999999523163","","","","80","","","","","","","","","","","","","PU","","1800,3600,5400,10800","1","","","","","","","","","","","","",""
"audio-keyboard-response","274","1184242","0.0-8.0-2.0-2.4-0.4","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","275","1184661","0.0-8.0-2.0-2.4-1.4","2","0","4jmezqs5npk3znh","","418.3000000715256","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","276","1185462","0.0-8.0-2.0-2.5-0.5","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","277","1185581","0.0-8.0-2.0-2.5-1.5","2","0","4jmezqs5npk3znh","","117.79999995231628","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","278","1200533","0.0-8.0-2.0-3.2","2","0","4jmezqs5npk3znh","","2221","","sounds/B/TD/PU_01_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","PU","","1800,3600,5400,10800","1","1800","3600","5400","10800","1196.5","1169.3999999761581","null","772.7000000476837","_______2216.8000000715256_2996.5_4142.200000047684_4769.399999976158_6678_11572.700000047684","2","","",""
"html-button-response","279","1201325","0.0-8.0-2.0-0.3","2","0","4jmezqs5npk3znh","","788.5","","<p>Trial 4 of 36</p>","0","","","","","","","","","","","","","","KO","sounds/syllables/ko_SWS.wav","3000,7500,10200,12000","2","","","","","","","","","","","","",""
"html-keyboard-response","280","1201962","0.0-8.0-2.0-1.3","2","0","4jmezqs5npk3znh","","635.7999999523163","","","","80","","","","","","","","","","","","","KO","","3000,7500,10200,12000","2","","","","","","","","","","","","",""
"audio-keyboard-response","281","1202262","0.0-8.0-2.0-2.6-0.6","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","282","1202613","0.0-8.0-2.0-2.6-1.6","2","0","4jmezqs5npk3znh","","350.1999999284744","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","283","1203412","0.0-8.0-2.0-2.7-0.7","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","284","1203913","0.0-8.0-2.0-2.7-1.7","2","0","4jmezqs5npk3znh","","499.10000002384186","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","285","1218863","0.0-8.0-2.0-3.3","2","0","4jmezqs5npk3znh","","4760","","sounds/B/TD/KO_01_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","KO","","3000,7500,10200,12000","2","3000","7500","10200","12000","null","733.5","787.7000000476837","null","_____________4759_8233.5_10987.700000047684","2","","",""
"html-button-response","286","1220129","0.0-8.0-2.0-0.4","2","0","4jmezqs5npk3znh","","1261.3000000715256","","<p>Trial 5 of 36</p>","0","","","","","","","","","","","","","","NI","sounds/syllables/ni_SWS.wav","3900,5700,9300,11100","2","","","","","","","","","","","","",""
"html-keyboard-response","287","1220854","0.0-8.0-2.0-1.4","2","0","4jmezqs5npk3znh","","723.5999999046326","","","","80","","","","","","","","","","","","","NI","","3900,5700,9300,11100","2","","","","","","","","","","","","",""
"audio-keyboard-response","288","1221162","0.0-8.0-2.0-2.8-0.8","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","289","1221668","0.0-8.0-2.0-2.8-1.8","2","0","4jmezqs5npk3znh","","505","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","290","1222463","0.0-8.0-2.0-2.9-0.9","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","291","1222688","0.0-8.0-2.0-2.9-1.9","2","0","4jmezqs5npk3znh","","224.89999997615814","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","292","1237633","0.0-8.0-2.0-3.4","2","0","4jmezqs5npk3znh","","2680","","sounds/B/TD/NI_02_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","NI","","3900,5700,9300,11100","2","3900","5700","9300","11100","1042.1000000238419","853.5","null","null","________________2676.7999999523163_4942.100000023842_6553.5_10574.100000023842","2","","",""
"html-button-response","293","1238360","0.0-8.0-2.0-0.5","2","0","4jmezqs5npk3znh","","724.1999999284744","","<p>Trial 6 of 36</p>","0","","","","","","","","","","","","","","SU","sounds/syllables/su_SWS.wav","2100,3900,7500,12900","2","","","","","","","","","","","","",""
"html-keyboard-response","294","1238711","0.0-8.0-2.0-1.5","2","0","4jmezqs5npk3znh","","349.7999999523163","","","","80","","","","","","","","","","","","","SU","","2100,3900,7500,12900","2","","","","","","","","","","","","",""
"audio-keyboard-response","295","1239012","0.0-8.0-2.0-2.10-0.10","2","0","4jmezqs5npk3znh","","null","","sounds/syllables/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","296","1239497","0.0-8.0-2.0-2.10-1.10","2","0","4jmezqs5npk3znh","","484.1999999284744","","<p>To replay the <u>TARGET SOUND</u>, press P.</p> When you are ready to begin, press SPACEBAR.","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","297","1254440","0.0-8.0-2.0-3.5","2","0","4jmezqs5npk3znh","","2560","","sounds/B/TD/SU_09_TD.mp3","","32","","","TD_SUMMARY","","","","","","","","","","SU","","2100,3900,7500,12900","2","2100","3900","7500","12900","458.7999999523163","476.60000002384186","482.89999997615814","661.2999999523163","____________________2558.7999999523163_4376.600000023842_6424.200000047684_7982.899999976158_9813.200000047684_13561.299999952316","1","","",""
