"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","responses","syllable","syllable_type"
"html-keyboard-response","116","184960","0.0-4.0-1.0-2.31","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","117","185762","0.0-4.0-1.0-0.32","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","118","186252","0.0-4.0-1.0-1.32","2","0","4jmezqs5npk3znh","","488.60000002384186","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","119","187261","0.0-4.0-1.0-2.32","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","120","188073","0.0-4.0-1.0-0.33","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","121","188586","0.0-4.0-1.0-1.33","2","0","4jmezqs5npk3znh","","511.39999997615814","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","122","189595","0.0-4.0-1.0-2.33","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","123","190403","0.0-4.0-1.0-0.34","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","124","190975","0.0-4.0-1.0-1.34","2","0","4jmezqs5npk3znh","","570.5","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","125","191989","0.0-4.0-1.0-2.34","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","126","192793","0.0-4.0-1.0-0.35","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","127","193267","0.0-4.0-1.0-1.35","2","0","4jmezqs5npk3znh","","472.7000000476837","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","128","194274","0.0-4.0-1.0-2.35","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","129","195083","0.0-4.0-1.0-0.36","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","130","195515","0.0-4.0-1.0-1.36","2","0","4jmezqs5npk3znh","","430.39999997615814","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","131","196521","0.0-4.0-1.0-2.36","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","132","197323","0.0-4.0-1.0-0.37","2","0","4jmezqs5npk3znh","","null","","sounds/induction/right_rev/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","133","197775","0.0-4.0-1.0-1.37","2","0","4jmezqs5npk3znh","","450.3000000715256","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","134","198777","0.0-4.0-1.0-2.37","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","135","199593","0.0-4.0-1.0-0.38","2","0","4jmezqs5npk3znh","","null","","sounds/induction/right_rev/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","136","199950","0.0-4.0-1.0-1.38","2","0","4jmezqs5npk3znh","","355.40000009536743","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","137","200958","0.0-4.0-1.0-2.38","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","138","201763","0.0-4.0-1.0-0.39","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","139","202182","0.0-4.0-1.0-1.39","2","0","4jmezqs5npk3znh","","418.10000002384186","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","203187","0.0-4.0-1.0-2.39","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","141","203993","0.0-4.0-1.0-0.40","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","142","204443","0.0-4.0-1.0-1.40","2","0","4jmezqs5npk3znh","","448.5","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","143","205450","0.0-4.0-1.0-2.40","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","144","206253","0.0-4.0-1.0-0.41","2","0","4jmezqs5npk3znh","","null","","sounds/induction/right_rev/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","145","206706","0.0-4.0-1.0-1.41","2","0","4jmezqs5npk3znh","","451.1999999284744","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","146","207721","0.0-4.0-1.0-2.41","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","147","208523","0.0-4.0-1.0-0.42","2","0","4jmezqs5npk3znh","","null","","sounds/induction/right_rev/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","148","209002","0.0-4.0-1.0-1.42","2","0","4jmezqs5npk3znh","","476.7999999523163","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","149","210012","0.0-4.0-1.0-2.42","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","150","210813","0.0-4.0-1.0-0.43","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","151","211262","0.0-4.0-1.0-1.43","2","0","4jmezqs5npk3znh","","447.7999999523163","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","152","212269","0.0-4.0-1.0-2.43","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","153","213083","0.0-4.0-1.0-0.44","2","0","4jmezqs5npk3znh","","null","","sounds/induction/right_rev/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","154","213752","0.0-4.0-1.0-1.44","2","0","4jmezqs5npk3znh","","668.1000000238419","","Was the sound coming from the left or the right?","0","","","0","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","155","214760","0.0-4.0-1.0-2.44","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#690000;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","156","215563","0.0-4.0-1.0-0.45","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","157","216020","0.0-4.0-1.0-1.45","2","0","4jmezqs5npk3znh","","455.39999997615814","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","158","217026","0.0-4.0-1.0-2.45","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","159","217833","0.0-4.0-1.0-0.46","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","160","218232","0.0-4.0-1.0-1.46","2","0","4jmezqs5npk3znh","","397.60000002384186","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","161","219247","0.0-4.0-1.0-2.46","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","162","220043","0.0-4.0-1.0-0.47","2","0","4jmezqs5npk3znh","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","163","220491","0.0-4.0-1.0-1.47","2","0","4jmezqs5npk3znh","","447","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","164","221498","0.0-4.0-1.0-2.47","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","165","249519","0.0-5.0-0.0","2","0","4jmezqs5npk3znh","","27508.600000023842","","<p>Thank you for your answers.</p><p>You will now listen to similar sounds. The main difference is that the sounds will be longer.</p><p>Just as before, you will be asked to judge whether the sound was coming from the left or the right.</p><p>There are 10 of these longer sounds in total.","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","166","252253","0.0-5.0-1.0-0.0","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/right_rev/14_09_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","167","253950","0.0-5.0-1.0-1.0","2","0","4jmezqs5npk3znh","","1694.6999999284744","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","168","254957","0.0-5.0-1.0-2.0","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","169","257194","0.0-5.0-1.0-3.0","2","0","4jmezqs5npk3znh","","1733.1000000238419","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","170","260323","0.0-5.0-1.0-0.1","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/left_rev/14_01_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","171","261171","0.0-5.0-1.0-1.1","2","0","4jmezqs5npk3znh","","845.6999999284744","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","172","262173","0.0-5.0-1.0-2.1","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","173","263798","0.0-5.0-1.0-3.1","2","0","4jmezqs5npk3znh","","1117.5","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","174","266612","0.0-5.0-1.0-0.2","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/left_rev/14_02_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","175","267359","0.0-5.0-1.0-1.2","2","0","4jmezqs5npk3znh","","745.3999999761581","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","176","268367","0.0-5.0-1.0-2.2","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","177","270008","0.0-5.0-1.0-3.2","2","0","4jmezqs5npk3znh","","1130.6000000238419","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","178","272902","0.0-5.0-1.0-0.3","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/right_rev/14_07_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","179","273856","0.0-5.0-1.0-1.3","2","0","4jmezqs5npk3znh","","951.8000000715256","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","180","274870","0.0-5.0-1.0-2.3","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","181","276488","0.0-5.0-1.0-3.3","2","0","4jmezqs5npk3znh","","1112.0999999046326","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","182","279082","0.0-5.0-1.0-0.4","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/left_rev/14_03_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","183","279842","0.0-5.0-1.0-1.4","2","0","4jmezqs5npk3znh","","758.2999999523163","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","184","280848","0.0-5.0-1.0-2.4","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","185","282361","0.0-5.0-1.0-3.4","2","0","4jmezqs5npk3znh","","1009.8000000715256","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","186","285382","0.0-5.0-1.0-0.5","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/right_rev/14_10_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","187","285904","0.0-5.0-1.0-1.5","2","0","4jmezqs5npk3znh","","520.3999999761581","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","188","286918","0.0-5.0-1.0-2.5","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","189","288234","0.0-5.0-1.0-3.5","2","0","4jmezqs5npk3znh","","803.8999999761581","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","190","291222","0.0-5.0-1.0-0.6","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/left_rev/14_05_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","191","291752","0.0-5.0-1.0-1.6","2","0","4jmezqs5npk3znh","","527","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","192","292759","0.0-5.0-1.0-2.6","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","193","294078","0.0-5.0-1.0-3.6","2","0","4jmezqs5npk3znh","","815.2999999523163","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","194","296842","0.0-5.0-1.0-0.7","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/right_rev/14_08_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","195","298118","0.0-5.0-1.0-1.7","2","0","4jmezqs5npk3znh","","1273.5","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","196","299120","0.0-5.0-1.0-2.7","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","197","300651","0.0-5.0-1.0-3.7","2","0","4jmezqs5npk3znh","","1021","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","198","303403","0.0-5.0-1.0-0.8","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/right_rev/14_06_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","199","304113","0.0-5.0-1.0-1.8","2","0","4jmezqs5npk3znh","","708.1000000238419","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","200","305120","0.0-5.0-1.0-2.8","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","201","306603","0.0-5.0-1.0-3.8","2","0","4jmezqs5npk3znh","","973.5","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","202","309162","0.0-5.0-1.0-0.9","2","0","4jmezqs5npk3znh","","null","","sounds/sentences/left_rev/14_04_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","203","309828","0.0-5.0-1.0-1.9","2","0","4jmezqs5npk3znh","","662.7999999523163","","Was the sound coming from the left or the right?","1","","","0","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","204","310830","0.0-5.0-1.0-2.9","2","0","4jmezqs5npk3znh","","null","","<p style=""color:#690000;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","205","311907","0.0-5.0-1.0-3.9","2","0","4jmezqs5npk3znh","","574.4000000953674","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","206","326855","0.0-6.0-0.0","2","0","4jmezqs5npk3znh","","14432.800000071526","","<p>In this part of the study, you will hear sounds similar to those you just heard.</p><p>Please focus on these sounds, as you may be asked questions about them later.</p><p>Occasionally, the sounds will pause for up to two seconds. When this happens, please press SPACEBAR as quickly as you can.</br>This helps ensure that you are paying attention to the sounds.</p><p>This part of the study will take about 12 minutes to complete, and you will be given the opportunity to take a couple of short breaks every few minutes.</p><p><strong>Press SPACEBAR to begin</strong></p>","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","207","327866","0.0-6.0-1.0-0.0","2","0","4jmezqs5npk3znh","","null","","<p style=""font-size: 40px;"">+</p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","208","512880","0.0-6.0-1.0-1.0","2","0","4jmezqs5npk3znh","","null","","","","null","","","SL-TRAIN","","","2","null","null","sounds/B/TRAIN/SEQ__12.mp3","0","","","","","","","","","","","","","","","","","","",""
"html-button-response","209","515026","0.0-6.0-1.0-2.0","2","0","4jmezqs5npk3znh","","2142.899999976158","","<p>You may take a short break if you wish.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","210","516031","0.0-6.0-1.0-3.0","2","0","4jmezqs5npk3znh","","null","","<p style=""font-size: 40px;"">+</p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","211","701045","0.0-6.0-1.0-4.0","2","0","4jmezqs5npk3znh","","null","","","","null","","","SL-TRAIN","","","1","1509.5","null","sounds/B/TRAIN/SEQ__02.mp3","2","","","","","","","","","","","","","","","","","","",""
"html-button-response","212","703361","0.0-6.0-1.0-5.0","2","0","4jmezqs5npk3znh","","2314.1999999284744","","<p>You may take a short break if you wish.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","213","704370","0.0-6.0-1.0-6.0","2","0","4jmezqs5npk3znh","","null","","<p style=""font-size: 40px;"">+</p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","214","889380","0.0-6.0-1.0-7.0","2","0","4jmezqs5npk3znh","","null","","","","null","","","SL-TRAIN","","","1","null","1015.7000000476837","sounds/B/TRAIN/SEQ__06.mp3","3","","","","","","","","","","","","","","","","","","",""
"html-button-response","215","891632","0.0-6.0-1.0-8.0","2","0","4jmezqs5npk3znh","","2249.399999976158","","<p>You may take a short break if you wish.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","216","892644","0.0-6.0-1.0-9.0","2","0","4jmezqs5npk3znh","","null","","<p style=""font-size: 40px;"">+</p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","217","1077651","0.0-6.0-1.0-10.0","2","0","4jmezqs5npk3znh","","null","","","","null","","","SL-TRAIN","","","1","null","1180.7000000476837","sounds/B/TRAIN/SEQ__08.mp3","8","","","","","","","","","","","","","","","","","","",""
"html-button-response","218","1079729","0.0-6.0-1.0-11.0","2","0","4jmezqs5npk3znh","","2076.7000000476837","","<p>You may take a short break if you wish.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","219","1081893","0.0-7.0-0.0","2","0","4jmezqs5npk3znh","","2161.7999999523163","","<p>Welcome to the second part of the study. This is a <u>familiarity task</u>.</p><p>You will now hear short sounds and will be asked to rate how familiar they sound to you <b>based on what you heard in the previous part of the study</b>.</p><p>You will rate 12 sounds in total.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","220","1082901","0.0-7.0-1.0-0.0","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","221","1083903","0.0-7.0-1.0-1.0","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/N003.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","222","1086278","0.0-7.0-1.0-2.0","2","0","4jmezqs5npk3znh","","1872.2000000476837","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","52","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/N003.mp3","nonword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","223","1088289","0.0-7.0-1.0-0.1","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","224","1089223","0.0-7.0-1.0-1.1","2","0","4jmezqs5npk3znh","","null","","sounds/B/FAM/N001.mp3","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","225","1090225","0.0-7.0-1.0-2.1","2","0","4jmezqs5npk3znh","","493.8000000715256","","<p>How familiar did this sound to you?</p><p>1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;4</p><p style=""font-size:14px"">Not at all familiar&nbsp;&nbsp;&nbsp;&nbsp;A little familiar&nbsp;&nbsp;&nbsp;Moderately familiar&nbsp;&nbsp;&nbsp;Extremely familiar</p><p>(press the corresponding number on your keyboard)</p>","","50","","","FAM-RESPONSE","","","","","","","","sounds/B/FAM/N001.mp3","nonword","","","","","","","","","","","","","","","","",""
"html-keyboard-response","226","1092239","0.0-7.0-1.0-0.2","2","0","4jmezqs5npk3znh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
