"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","syllable","syllable_type"
"audio-keyboard-response","506","1990073","0.0-10.0-0.1","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/fe_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","507","1990673","0.0-10.0-1.1","2","1","hclvf56gxy2hvqh","","596.3000000715256","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FEE","non-sinewave"
"survey-text","508","1992508","0.0-10.0-2.1-0.1","2","1","hclvf56gxy2hvqh","","1830.6999999284744","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""fee""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FEE","non-sinewave"
"html-keyboard-response","509","1993509","0.0-10.0-3.1","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","510","1993814","0.0-10.0-0.2","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/re_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","511","1994449","0.0-10.0-1.2","2","1","hclvf56gxy2hvqh","","633.0999999046326","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","REE","non-sinewave"
"survey-text","512","1996238","0.0-10.0-2.2-0.2","2","1","hclvf56gxy2hvqh","","1786.4000000953674","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""ree""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","REE","non-sinewave"
"html-keyboard-response","513","1997242","0.0-10.0-3.2","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","514","1997544","0.0-10.0-0.3","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/su_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","515","1998264","0.0-10.0-1.3","2","1","hclvf56gxy2hvqh","","718.1000000238419","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUE","non-sinewave"
"survey-text","516","1999758","0.0-10.0-2.3-0.3","2","1","hclvf56gxy2hvqh","","1488.5","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""su""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUE","non-sinewave"
"html-keyboard-response","517","2000763","0.0-10.0-3.3","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","518","2001062","0.0-10.0-0.4","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/fu_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","519","2001913","0.0-10.0-1.4","2","1","hclvf56gxy2hvqh","","848.3999999761581","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FOO","non-sinewave"
"survey-text","520","2004126","0.0-10.0-2.4-0.4","2","1","hclvf56gxy2hvqh","","2206.399999976158","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""fu""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FOO","non-sinewave"
"html-keyboard-response","521","2005129","0.0-10.0-3.4","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","522","2005422","0.0-10.0-0.5","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/ti_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","523","2005990","0.0-10.0-1.5","2","1","hclvf56gxy2hvqh","","567.5","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TIE","non-sinewave"
"survey-text","524","2008259","0.0-10.0-2.5-0.5","2","1","hclvf56gxy2hvqh","","2265.5999999046326","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""tie""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TIE","non-sinewave"
"html-keyboard-response","525","2009262","0.0-10.0-3.5","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","526","2009572","0.0-10.0-0.6","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/ge_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","527","2010314","0.0-10.0-1.6","2","1","hclvf56gxy2hvqh","","740.8999999761581","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GEE","non-sinewave"
"survey-text","528","2012842","0.0-10.0-2.6-0.6","2","1","hclvf56gxy2hvqh","","2526.100000023842","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""gee""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GEE","non-sinewave"
"html-keyboard-response","529","2013849","0.0-10.0-3.6","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","530","2014142","0.0-10.0-0.7","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/ru_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","531","2015121","0.0-10.0-1.7","2","1","hclvf56gxy2hvqh","","977.7000000476837","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RUE","non-sinewave"
"survey-text","532","2016645","0.0-10.0-2.7-0.7","2","1","hclvf56gxy2hvqh","","1518.3999999761581","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""ru""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RUE","non-sinewave"
"html-keyboard-response","533","2017648","0.0-10.0-3.7","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","534","2017942","0.0-10.0-0.8","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/ni_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","535","2018641","0.0-10.0-1.8","2","1","hclvf56gxy2hvqh","","696.5","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NIGH","non-sinewave"
"survey-text","536","2020550","0.0-10.0-2.8-0.8","2","1","hclvf56gxy2hvqh","","1904.5999999046326","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""nigh""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NIGH","non-sinewave"
"html-keyboard-response","537","2021560","0.0-10.0-3.8","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","538","2021861","0.0-10.0-0.9","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/me_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","539","2022500","0.0-10.0-1.9","2","1","hclvf56gxy2hvqh","","636.2999999523163","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MEE","non-sinewave"
"survey-text","540","2023872","0.0-10.0-2.9-0.9","2","1","hclvf56gxy2hvqh","","1367.6000000238419","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""mi""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MEE","non-sinewave"
"html-keyboard-response","541","2024880","0.0-10.0-3.9","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","542","2025183","0.0-10.0-0.10","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/pu_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","543","2027443","0.0-10.0-1.10","2","1","hclvf56gxy2hvqh","","2258.600000023842","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POO","non-sinewave"
"survey-text","544","2029076","0.0-10.0-2.10-0.10","2","1","hclvf56gxy2hvqh","","1631.1000000238419","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""pu""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POO","non-sinewave"
"html-keyboard-response","545","2030092","0.0-10.0-3.10","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","546","2030391","0.0-10.0-0.11","2","1","hclvf56gxy2hvqh","","null","","sounds/syllables/ta_C.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","547","2030993","0.0-10.0-1.11","2","1","hclvf56gxy2hvqh","","600.5","","Did you hear the sound as speech-like?","1","","","","TRANSCRIPTION-JUDGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TA","non-sinewave"
"survey-text","548","2032502","0.0-10.0-2.11-0.11","2","1","hclvf56gxy2hvqh","","1506.3999999761581","","","","","","","TRANSCRIPTION-FOLLOWUP","","","{""Q0"":""ta""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TA","non-sinewave"
"html-keyboard-response","549","2033516","0.0-10.0-3.11","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","550","2034518","0.0-11.0","2","1","hclvf56gxy2hvqh","","null","","<p>Saving your results...</p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
