"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","syllable","syllable_type"
"pavlovia","0","6","0.0-0.0","2","1","hclvf56gxy2hvqh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","11439","0.0-1.0","2","1","hclvf56gxy2hvqh","[{""page_index"":0,""viewing_time"":7897.899999976158},{""page_index"":1,""viewing_time"":3529.8000000715256}]","11431.200000047684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"external-html","2","20297","0.0-2.0","2","1","hclvf56gxy2hvqh","","8838.700000047684","consent/consent.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","3","21547","0.0-3.0-0.0-0.0","2","1","hclvf56gxy2hvqh","","1246.7000000476837","","<p>Welcome to the study. You will first complete a short volume calibration and headphone check.</p><p>Please make sure you are in a quiet listening environment, that you are wearing headphones, and that your computer's volume is turned on.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","22586","0.0-3.0-0.0-1.0","2","1","hclvf56gxy2hvqh","","784.2999999523163","","<p>The volume calibration will be first.</p><p>You will hear a thirty-second noise. Please adjust your computer's volume so that this noise is being presented at a comfortable level.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","5","24219","0.0-3.0-0.0-2.0","2","1","hclvf56gxy2hvqh","","1371","","audCalib/volumetest.mp3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","26994","0.0-3.0-1.0-0.0","2","1","hclvf56gxy2hvqh","","2773.0999999046326","","<p>You will now complete a short headphone check.</p><p>On each trial, you will hear three tones. One of these tones will be quieter than the others. Your task is to identify whether the quiet tone occured first, second, or third.</p><p>There are six trials in total.<p></p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","27762","0.0-3.0-1.0-1.0-0.0","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","8","32008","0.0-3.0-1.0-1.0-1.0","2","1","hclvf56gxy2hvqh","","4240","","audCalib/t2_1.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","32771","0.0-3.0-1.0-1.0-0.1","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","10","37114","0.0-3.0-1.0-1.0-1.1","2","1","hclvf56gxy2hvqh","","4352","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","11","37882","0.0-3.0-1.0-1.0-0.2","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","12","42360","0.0-3.0-1.0-1.0-1.2","2","1","hclvf56gxy2hvqh","","4472","","audCalib/t1_2.mp3","1","","0","0","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","43132","0.0-3.0-1.0-1.0-0.3","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","47614","0.0-3.0-1.0-1.0-1.3","2","1","hclvf56gxy2hvqh","","4480","","audCalib/t2_2.mp3","1","","1","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","48382","0.0-3.0-1.0-1.0-0.4","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","52814","0.0-3.0-1.0-1.0-1.4","2","1","hclvf56gxy2hvqh","","4429","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","53570","0.0-3.0-1.0-1.0-0.5","2","1","hclvf56gxy2hvqh","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","58176","0.0-3.0-1.0-1.0-1.5","2","1","hclvf56gxy2hvqh","","4611","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","19","59197","0.0-3.0-2.0","2","1","hclvf56gxy2hvqh","","762.6000000238419","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","72896","0.0-4.0-0.0","2","1","hclvf56gxy2hvqh","[{""page_index"":0,""viewing_time"":782.3999999761581},{""page_index"":1,""viewing_time"":11080.200000047684},{""page_index"":2,""viewing_time"":1836.1000000238419}]","13699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","73195","0.0-4.0-1.0-0.0","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","74112","0.0-4.0-1.0-1.0","2","1","hclvf56gxy2hvqh","","914.3999999761581","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","75116","0.0-4.0-1.0-2.0","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","75914","0.0-4.0-1.0-0.1","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","76895","0.0-4.0-1.0-1.1","2","1","hclvf56gxy2hvqh","","979.6000000238419","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","77902","0.0-4.0-1.0-2.1","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","78704","0.0-4.0-1.0-0.2","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","79750","0.0-4.0-1.0-1.2","2","1","hclvf56gxy2hvqh","","1045","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","80752","0.0-4.0-1.0-2.2","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","81556","0.0-4.0-1.0-0.3","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","31","82248","0.0-4.0-1.0-1.3","2","1","hclvf56gxy2hvqh","","691","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","83252","0.0-4.0-1.0-2.3","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","84066","0.0-4.0-1.0-0.4","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","34","85048","0.0-4.0-1.0-1.4","2","1","hclvf56gxy2hvqh","","980.6000000238419","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","86052","0.0-4.0-1.0-2.4","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","36","86864","0.0-4.0-1.0-0.5","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","37","87714","0.0-4.0-1.0-1.5","2","1","hclvf56gxy2hvqh","","848.8999999761581","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","38","88720","0.0-4.0-1.0-2.5","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","39","89534","0.0-4.0-1.0-0.6","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","40","90840","0.0-4.0-1.0-1.6","2","1","hclvf56gxy2hvqh","","1303.6000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","91842","0.0-4.0-1.0-2.6","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","42","92654","0.0-4.0-1.0-0.7","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","43","93468","0.0-4.0-1.0-1.7","2","1","hclvf56gxy2hvqh","","813.4000000953674","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","44","94472","0.0-4.0-1.0-2.7","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","45","95275","0.0-4.0-1.0-0.8","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","46","96693","0.0-4.0-1.0-1.8","2","1","hclvf56gxy2hvqh","","1416.8999999761581","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","47","97698","0.0-4.0-1.0-2.8","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","48","98503","0.0-4.0-1.0-0.9","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","49","99373","0.0-4.0-1.0-1.9","2","1","hclvf56gxy2hvqh","","868.1000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","100381","0.0-4.0-1.0-2.9","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","51","101185","0.0-4.0-1.0-0.10","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","52","102205","0.0-4.0-1.0-1.10","2","1","hclvf56gxy2hvqh","","1018.3999999761581","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","53","103211","0.0-4.0-1.0-2.10","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","54","104023","0.0-4.0-1.0-0.11","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","55","104896","0.0-4.0-1.0-1.11","2","1","hclvf56gxy2hvqh","","871.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","56","105901","0.0-4.0-1.0-2.11","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","57","106704","0.0-4.0-1.0-0.12","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","58","108115","0.0-4.0-1.0-1.12","2","1","hclvf56gxy2hvqh","","1410","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","59","109121","0.0-4.0-1.0-2.12","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","60","109934","0.0-4.0-1.0-0.13","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","61","110737","0.0-4.0-1.0-1.13","2","1","hclvf56gxy2hvqh","","801.8000000715256","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","62","111741","0.0-4.0-1.0-2.13","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","63","112544","0.0-4.0-1.0-0.14","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","64","114249","0.0-4.0-1.0-1.14","2","1","hclvf56gxy2hvqh","","1704.1000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","115251","0.0-4.0-1.0-2.14","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","66","116064","0.0-4.0-1.0-0.15","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","67","117003","0.0-4.0-1.0-1.15","2","1","hclvf56gxy2hvqh","","938.1000000238419","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","118011","0.0-4.0-1.0-2.15","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","69","118823","0.0-4.0-1.0-0.16","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","70","119587","0.0-4.0-1.0-1.16","2","1","hclvf56gxy2hvqh","","759","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","120602","0.0-4.0-1.0-2.16","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","72","121413","0.0-4.0-1.0-0.17","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","73","122331","0.0-4.0-1.0-1.17","2","1","hclvf56gxy2hvqh","","916.1000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","123341","0.0-4.0-1.0-2.17","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","75","124144","0.0-4.0-1.0-0.18","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","76","125007","0.0-4.0-1.0-1.18","2","1","hclvf56gxy2hvqh","","861.8000000715256","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","126011","0.0-4.0-1.0-2.18","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","78","126822","0.0-4.0-1.0-0.19","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","79","127870","0.0-4.0-1.0-1.19","2","1","hclvf56gxy2hvqh","","1046.8000000715256","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","128881","0.0-4.0-1.0-2.19","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","81","129694","0.0-4.0-1.0-0.20","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","82","130419","0.0-4.0-1.0-1.20","2","1","hclvf56gxy2hvqh","","723.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","83","131431","0.0-4.0-1.0-2.20","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","84","132234","0.0-4.0-1.0-0.21","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","85","133397","0.0-4.0-1.0-1.21","2","1","hclvf56gxy2hvqh","","1161.2999999523163","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","86","134411","0.0-4.0-1.0-2.21","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","87","135223","0.0-4.0-1.0-0.22","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","88","136490","0.0-4.0-1.0-1.22","2","1","hclvf56gxy2hvqh","","1264.6000000238419","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","89","137491","0.0-4.0-1.0-2.22","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","90","138305","0.0-4.0-1.0-0.23","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","91","139469","0.0-4.0-1.0-1.23","2","1","hclvf56gxy2hvqh","","1162.8999999761581","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","140471","0.0-4.0-1.0-2.23","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","93","141273","0.0-4.0-1.0-0.24","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","94","142005","0.0-4.0-1.0-1.24","2","1","hclvf56gxy2hvqh","","730.1000000238419","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","95","143011","0.0-4.0-1.0-2.24","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","96","143823","0.0-4.0-1.0-0.25","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","97","144804","0.0-4.0-1.0-1.25","2","1","hclvf56gxy2hvqh","","978.7999999523163","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","98","145810","0.0-4.0-1.0-2.25","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","99","146626","0.0-4.0-1.0-0.26","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","100","147455","0.0-4.0-1.0-1.26","2","1","hclvf56gxy2hvqh","","827.1999999284744","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","101","148459","0.0-4.0-1.0-2.26","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","102","149264","0.0-4.0-1.0-0.27","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","103","150365","0.0-4.0-1.0-1.27","2","1","hclvf56gxy2hvqh","","1099.8999999761581","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","104","151381","0.0-4.0-1.0-2.27","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","105","152183","0.0-4.0-1.0-0.28","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","106","152955","0.0-4.0-1.0-1.28","2","1","hclvf56gxy2hvqh","","770.5","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","107","153961","0.0-4.0-1.0-2.28","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","108","154774","0.0-4.0-1.0-0.29","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","109","155657","0.0-4.0-1.0-1.29","2","1","hclvf56gxy2hvqh","","881","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","110","156661","0.0-4.0-1.0-2.29","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","111","157463","0.0-4.0-1.0-0.30","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
