"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress"
"audio-button-response","12","37208","0.0-3.0-1.0-1.0-1.2","1","1","0ccoltklbhxelno","","4299","","audCalib/t3_1.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","37962","0.0-3.0-1.0-1.0-0.3","1","1","0ccoltklbhxelno","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","14","41987","0.0-3.0-1.0-1.0-1.3","1","1","0ccoltklbhxelno","","4021","","audCalib/t1_1.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","42741","0.0-3.0-1.0-1.0-0.4","1","1","0ccoltklbhxelno","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","16","46871","0.0-3.0-1.0-1.0-1.4","1","1","0ccoltklbhxelno","","4128","","audCalib/t1_2.mp3","0","","0","1","headphone-test","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","47625","0.0-3.0-1.0-1.0-0.5","1","1","0ccoltklbhxelno","","null","","<div style=""font-size:60px;"">+</div>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-button-response","18","51859","0.0-3.0-1.0-1.0-1.5","1","1","0ccoltklbhxelno","","4235","","audCalib/t3_2.mp3","2","","2","1","headphone-test","","","","","","","","","","","","","","","","","",""
"html-button-response","19","53354","0.0-3.0-2.0","1","1","0ccoltklbhxelno","","1242.999999999971","","<p>The volume calibration and headphone check are now complete.</p>","0","","","","","","","","","","","","","","","","","","","","","",""
"instructions","20","57034","0.0-4.0-0.0","1","1","0ccoltklbhxelno","[{""page_index"":0,""viewing_time"":1162},{""page_index"":1,""viewing_time"":1407},{""page_index"":2,""viewing_time"":1108}]","3678","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","21","57345","0.0-4.0-1.0-0.0","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","22","58779","0.0-4.0-1.0-1.0","1","1","0ccoltklbhxelno","","1433","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","59783","0.0-4.0-1.0-2.0","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","24","60587","0.0-4.0-1.0-0.1","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","25","61957","0.0-4.0-1.0-1.1","1","1","0ccoltklbhxelno","","1368","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","62961","0.0-4.0-1.0-2.1","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","27","63766","0.0-4.0-1.0-0.2","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","28","64618","0.0-4.0-1.0-1.2","1","1","0ccoltklbhxelno","","851","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","65621","0.0-4.0-1.0-2.2","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","30","66432","0.0-4.0-1.0-0.3","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","31","67576","0.0-4.0-1.0-1.3","1","1","0ccoltklbhxelno","","1143","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","68579","0.0-4.0-1.0-2.3","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","33","69387","0.0-4.0-1.0-0.4","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","34","70342","0.0-4.0-1.0-1.4","1","1","0ccoltklbhxelno","","952","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","71344","0.0-4.0-1.0-2.4","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","36","72150","0.0-4.0-1.0-0.5","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","37","72913","0.0-4.0-1.0-1.5","1","1","0ccoltklbhxelno","","761","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","38","73916","0.0-4.0-1.0-2.5","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","39","74720","0.0-4.0-1.0-0.6","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","40","75435","0.0-4.0-1.0-1.6","1","1","0ccoltklbhxelno","","714","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","76438","0.0-4.0-1.0-2.6","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","42","77248","0.0-4.0-1.0-0.7","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","43","78103","0.0-4.0-1.0-1.7","1","1","0ccoltklbhxelno","","852","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","44","79105","0.0-4.0-1.0-2.7","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","45","79915","0.0-4.0-1.0-0.8","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","46","80762","0.0-4.0-1.0-1.8","1","1","0ccoltklbhxelno","","846","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","47","81765","0.0-4.0-1.0-2.8","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","48","82571","0.0-4.0-1.0-0.9","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","49","83810","0.0-4.0-1.0-1.9","1","1","0ccoltklbhxelno","","1238","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","84812","0.0-4.0-1.0-2.9","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","51","85621","0.0-4.0-1.0-0.10","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","52","86381","0.0-4.0-1.0-1.10","1","1","0ccoltklbhxelno","","757.9999999999709","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","53","87384","0.0-4.0-1.0-2.10","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","54","88192","0.0-4.0-1.0-0.11","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","55","89147","0.0-4.0-1.0-1.11","1","1","0ccoltklbhxelno","","952.9999999999709","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","56","90150","0.0-4.0-1.0-2.11","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","57","90955","0.0-4.0-1.0-0.12","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","58","92091","0.0-4.0-1.0-1.12","1","1","0ccoltklbhxelno","","1134.999999999971","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","59","93094","0.0-4.0-1.0-2.12","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","60","93899","0.0-4.0-1.0-0.13","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","61","94565","0.0-4.0-1.0-1.13","1","1","0ccoltklbhxelno","","665","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","62","95568","0.0-4.0-1.0-2.13","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","63","96373","0.0-4.0-1.0-0.14","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","64","97451","0.0-4.0-1.0-1.14","1","1","0ccoltklbhxelno","","1077","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","98455","0.0-4.0-1.0-2.14","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","66","99264","0.0-4.0-1.0-0.15","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","67","100160","0.0-4.0-1.0-1.15","1","1","0ccoltklbhxelno","","893.9999999999709","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","101162","0.0-4.0-1.0-2.15","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","69","101973","0.0-4.0-1.0-0.16","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","70","103005","0.0-4.0-1.0-1.16","1","1","0ccoltklbhxelno","","1030","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","104007","0.0-4.0-1.0-2.16","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","72","104811","0.0-4.0-1.0-0.17","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","73","105666","0.0-4.0-1.0-1.17","1","1","0ccoltklbhxelno","","854","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","106669","0.0-4.0-1.0-2.17","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","75","107477","0.0-4.0-1.0-0.18","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ni_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","76","108381","0.0-4.0-1.0-1.18","1","1","0ccoltklbhxelno","","902","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","77","109384","0.0-4.0-1.0-2.18","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","78","110186","0.0-4.0-1.0-0.19","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","79","111123","0.0-4.0-1.0-1.19","1","1","0ccoltklbhxelno","","935","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","112126","0.0-4.0-1.0-2.19","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","81","112928","0.0-4.0-1.0-0.20","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","82","113831","0.0-4.0-1.0-1.20","1","1","0ccoltklbhxelno","","903","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","83","114835","0.0-4.0-1.0-2.20","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","84","115637","0.0-4.0-1.0-0.21","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","85","116329","0.0-4.0-1.0-1.21","1","1","0ccoltklbhxelno","","691","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","86","117332","0.0-4.0-1.0-2.21","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","87","118144","0.0-4.0-1.0-0.22","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","88","119159","0.0-4.0-1.0-1.22","1","1","0ccoltklbhxelno","","1013.0000000000291","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","89","120162","0.0-4.0-1.0-2.22","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","90","120970","0.0-4.0-1.0-0.23","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","91","121923","0.0-4.0-1.0-1.23","1","1","0ccoltklbhxelno","","952","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","122926","0.0-4.0-1.0-2.23","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","93","123733","0.0-4.0-1.0-0.24","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","94","124787","0.0-4.0-1.0-1.24","1","1","0ccoltklbhxelno","","1053","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","95","125790","0.0-4.0-1.0-2.24","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","96","126591","0.0-4.0-1.0-0.25","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ru_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","97","127231","0.0-4.0-1.0-1.25","1","1","0ccoltklbhxelno","","638.9999999999709","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","98","128233","0.0-4.0-1.0-2.25","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","99","129034","0.0-4.0-1.0-0.26","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ko_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","100","129771","0.0-4.0-1.0-1.26","1","1","0ccoltklbhxelno","","736.0000000000291","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","101","130773","0.0-4.0-1.0-2.26","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","102","131583","0.0-4.0-1.0-0.27","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","103","132510","0.0-4.0-1.0-1.27","1","1","0ccoltklbhxelno","","926","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","104","133512","0.0-4.0-1.0-2.27","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","105","134314","0.0-4.0-1.0-0.28","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","106","135888","0.0-4.0-1.0-1.28","1","1","0ccoltklbhxelno","","1573","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","107","136890","0.0-4.0-1.0-2.28","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","108","137695","0.0-4.0-1.0-0.29","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","109","139385","0.0-4.0-1.0-1.29","1","1","0ccoltklbhxelno","","1689","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","110","140387","0.0-4.0-1.0-2.29","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","111","141194","0.0-4.0-1.0-0.30","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","112","142298","0.0-4.0-1.0-1.30","1","1","0ccoltklbhxelno","","1103","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","113","143301","0.0-4.0-1.0-2.30","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","114","144106","0.0-4.0-1.0-0.31","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","115","145338","0.0-4.0-1.0-1.31","1","1","0ccoltklbhxelno","","1231","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","116","146340","0.0-4.0-1.0-2.31","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","117","147146","0.0-4.0-1.0-0.32","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","118","148325","0.0-4.0-1.0-1.32","1","1","0ccoltklbhxelno","","1179","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","119","149327","0.0-4.0-1.0-2.32","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","120","150132","0.0-4.0-1.0-0.33","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","121","151213","0.0-4.0-1.0-1.33","1","1","0ccoltklbhxelno","","1079","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","122","152214","0.0-4.0-1.0-2.33","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","123","153023","0.0-4.0-1.0-0.34","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","124","153862","0.0-4.0-1.0-1.34","1","1","0ccoltklbhxelno","","837.9999999999709","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","125","154864","0.0-4.0-1.0-2.34","1","1","0ccoltklbhxelno","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","126","155668","0.0-4.0-1.0-0.35","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","127","157237","0.0-4.0-1.0-1.35","1","1","0ccoltklbhxelno","","1566","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","128","158239","0.0-4.0-1.0-2.35","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","129","159050","0.0-4.0-1.0-0.36","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","130","160762","0.0-4.0-1.0-1.36","1","1","0ccoltklbhxelno","","1711.0000000000582","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","",""
"html-keyboard-response","131","161763","0.0-4.0-1.0-2.36","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","132","162570","0.0-4.0-1.0-0.37","1","1","0ccoltklbhxelno","","null","","sounds/induction/left/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","133","163700","0.0-4.0-1.0-1.37","1","1","0ccoltklbhxelno","","1130","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","",""
"html-keyboard-response","134","164702","0.0-4.0-1.0-2.37","1","1","0ccoltklbhxelno","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","135","165514","0.0-4.0-1.0-0.38","1","1","0ccoltklbhxelno","","null","","sounds/induction/right/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","",""
