"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer"
"audio-keyboard-response","159","180197","0.0-4.0-1.0-0.46","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ko_SWS.wav","","null","","","","",""
"html-button-response","160","180763","0.0-4.0-1.0-1.46","2","0","cluc9gptat4x90j","","565","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","161","181765","0.0-4.0-1.0-2.46","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","162","182567","0.0-4.0-1.0-0.47","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/fu_SWS.wav","","null","","","","",""
"html-button-response","163","182965","0.0-4.0-1.0-1.47","2","0","cluc9gptat4x90j","","396.9999999999709","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","164","183967","0.0-4.0-1.0-2.47","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","165","189551","0.0-5.0-0.0","2","0","cluc9gptat4x90j","","5081","","<p>Thank you for your answers.</p><p>You will now listen to similar sounds. The main difference is that the sounds will be longer.</p><p>Just as before, you will be asked to judge whether the sound was coming from the left or the right.</p><p>There are 10 of these longer sounds in total.","0","","","","","",""
"audio-keyboard-response","166","192668","0.0-5.0-1.0-0.0","2","0","cluc9gptat4x90j","","null","","sounds/sentences/left_rev/14_01_cfSWS.wav","","null","","","","",""
"html-button-response","167","193538","0.0-5.0-1.0-1.0","2","0","cluc9gptat4x90j","","867","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","168","194541","0.0-5.0-1.0-2.0","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","169","197629","0.0-5.0-1.0-3.0","2","0","cluc9gptat4x90j","","2587","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","170","200372","0.0-5.0-1.0-0.1","2","0","cluc9gptat4x90j","","null","","sounds/sentences/right_rev/14_06_cfSWS.wav","","null","","","","",""
"html-button-response","171","200914","0.0-5.0-1.0-1.1","2","0","cluc9gptat4x90j","","540","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","172","201916","0.0-5.0-1.0-2.1","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","173","203207","0.0-5.0-1.0-3.1","2","0","cluc9gptat4x90j","","787.9999999999709","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","174","205938","0.0-5.0-1.0-0.2","2","0","cluc9gptat4x90j","","null","","sounds/sentences/right_rev/14_09_cfSWS.wav","","null","","","","",""
"html-button-response","175","206718","0.0-5.0-1.0-1.2","2","0","cluc9gptat4x90j","","780","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","176","207721","0.0-5.0-1.0-2.2","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","177","209870","0.0-5.0-1.0-3.2","2","0","cluc9gptat4x90j","","1647","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","178","212628","0.0-5.0-1.0-0.3","2","0","cluc9gptat4x90j","","null","","sounds/sentences/right_rev/14_08_cfSWS.wav","","null","","","","",""
"html-button-response","179","214303","0.0-5.0-1.0-1.3","2","0","cluc9gptat4x90j","","1672","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","180","215305","0.0-5.0-1.0-2.3","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","181","216378","0.0-5.0-1.0-3.3","2","0","cluc9gptat4x90j","","571.0000000000291","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","182","219196","0.0-5.0-1.0-0.4","2","0","cluc9gptat4x90j","","null","","sounds/sentences/left_rev/14_02_cfSWS.wav","","null","","","","",""
"html-button-response","183","219355","0.0-5.0-1.0-1.4","2","0","cluc9gptat4x90j","","158","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","184","220358","0.0-5.0-1.0-2.4","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","185","221361","0.0-5.0-1.0-3.4","2","0","cluc9gptat4x90j","","500","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","186","224252","0.0-5.0-1.0-0.5","2","0","cluc9gptat4x90j","","null","","sounds/sentences/right_rev/14_07_cfSWS.wav","","null","","","","",""
"html-button-response","187","225012","0.0-5.0-1.0-1.5","2","0","cluc9gptat4x90j","","759","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","188","226015","0.0-5.0-1.0-2.5","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","189","227236","0.0-5.0-1.0-3.5","2","0","cluc9gptat4x90j","","719","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","190","230225","0.0-5.0-1.0-0.6","2","0","cluc9gptat4x90j","","null","","sounds/sentences/left_rev/14_05_cfSWS.wav","","null","","","","",""
"html-button-response","191","230979","0.0-5.0-1.0-1.6","2","0","cluc9gptat4x90j","","752.0000000000291","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","192","231981","0.0-5.0-1.0-2.6","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","193","233283","0.0-5.0-1.0-3.6","2","0","cluc9gptat4x90j","","799","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","194","236300","0.0-5.0-1.0-0.7","2","0","cluc9gptat4x90j","","null","","sounds/sentences/right_rev/14_10_cfSWS.wav","","null","","","","",""
"html-button-response","195","237132","0.0-5.0-1.0-1.7","2","0","cluc9gptat4x90j","","830","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","196","238134","0.0-5.0-1.0-2.7","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","197","239332","0.0-5.0-1.0-3.7","2","0","cluc9gptat4x90j","","696","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","198","241916","0.0-5.0-1.0-0.8","2","0","cluc9gptat4x90j","","null","","sounds/sentences/left_rev/14_03_cfSWS.wav","","null","","","","",""
"html-button-response","199","242242","0.0-5.0-1.0-1.8","2","0","cluc9gptat4x90j","","325","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","200","243244","0.0-5.0-1.0-2.8","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","201","244315","0.0-5.0-1.0-3.8","2","0","cluc9gptat4x90j","","568.9999999999709","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"audio-keyboard-response","202","246871","0.0-5.0-1.0-0.9","2","0","cluc9gptat4x90j","","null","","sounds/sentences/left_rev/14_04_cfSWS.wav","","null","","","","",""
"html-button-response","203","247028","0.0-5.0-1.0-1.9","2","0","cluc9gptat4x90j","","156","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","204","248030","0.0-5.0-1.0-2.9","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"html-button-response","205","248931","0.0-5.0-1.0-3.9","2","0","cluc9gptat4x90j","","400","","<p>Press the button below when you are ready to continue.</p>","0","","","","","",""
"html-keyboard-response","206","254164","0.0-6.0-0.0","2","0","cluc9gptat4x90j","","4730","","<p>In this part of the study, you will hear sounds similar to those you just heard.</p><p>Please focus on these sounds, as you may be asked questions about them later.</p><p>Occasionally, the sounds will pause for up to two seconds. When this happens, please press SPACEBAR as quickly as you can.</br>This helps ensure that you are paying attention to the sounds.</p><p>This part of the study will take about 12 minutes to complete, and you will be given the opportunity to take a couple of short breaks every few minutes.</p><p><strong>Press SPACEBAR to begin</strong></p>","","32","","","","",""
"html-keyboard-response","207","255166","0.0-6.0-1.0-0.0","2","0","cluc9gptat4x90j","","null","","<p style=""font-size: 40px;"">+</p>","","null","","","","",""
