"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer"
"audio-keyboard-response","132","158727","0.0-4.0-1.0-0.37","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ti_SWS.wav","","null","","","","",""
"html-button-response","133","159290","0.0-4.0-1.0-1.37","2","0","cluc9gptat4x90j","","562","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","134","160293","0.0-4.0-1.0-2.37","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","135","161095","0.0-4.0-1.0-0.38","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ni_SWS.wav","","null","","","","",""
"html-button-response","136","161514","0.0-4.0-1.0-1.38","2","0","cluc9gptat4x90j","","418","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","137","162518","0.0-4.0-1.0-2.38","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","138","163319","0.0-4.0-1.0-0.39","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ni_SWS.wav","","null","","","","",""
"html-button-response","139","163676","0.0-4.0-1.0-1.39","2","0","cluc9gptat4x90j","","355.0000000000291","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","140","164678","0.0-4.0-1.0-2.39","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","141","165482","0.0-4.0-1.0-0.40","2","0","cluc9gptat4x90j","","null","","sounds/induction/right_rev/re_SWS.wav","","null","","","","",""
"html-button-response","142","166632","0.0-4.0-1.0-1.40","2","0","cluc9gptat4x90j","","1149","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","143","167635","0.0-4.0-1.0-2.40","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","144","168436","0.0-4.0-1.0-0.41","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","",""
"html-button-response","145","168912","0.0-4.0-1.0-1.41","2","0","cluc9gptat4x90j","","473.9999999999709","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","146","169914","0.0-4.0-1.0-2.41","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","147","170717","0.0-4.0-1.0-0.42","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ko_SWS.wav","","null","","","","",""
"html-button-response","148","171437","0.0-4.0-1.0-1.42","2","0","cluc9gptat4x90j","","719.0000000000291","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","149","172440","0.0-4.0-1.0-2.42","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","150","173242","0.0-4.0-1.0-0.43","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/ta_SWS.wav","","null","","","","",""
"html-button-response","151","173698","0.0-4.0-1.0-1.43","2","0","cluc9gptat4x90j","","455","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","152","174700","0.0-4.0-1.0-2.43","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","153","175503","0.0-4.0-1.0-0.44","2","0","cluc9gptat4x90j","","null","","sounds/induction/left_rev/me_SWS.wav","","null","","","","",""
"html-button-response","154","176033","0.0-4.0-1.0-1.44","2","0","cluc9gptat4x90j","","529","","Was the sound coming from the left or the right?","0","","","1","INDUCTION-JUDGMENT","left","0"
"html-keyboard-response","155","177035","0.0-4.0-1.0-2.44","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
"audio-keyboard-response","156","177836","0.0-4.0-1.0-0.45","2","0","cluc9gptat4x90j","","null","","sounds/induction/right_rev/pu_SWS.wav","","null","","","","",""
"html-button-response","157","178390","0.0-4.0-1.0-1.45","2","0","cluc9gptat4x90j","","552","","Was the sound coming from the left or the right?","1","","","1","INDUCTION-JUDGMENT","right","1"
"html-keyboard-response","158","179393","0.0-4.0-1.0-2.45","2","0","cluc9gptat4x90j","","null","","<p style=""color:#054d00;""><b>Correct!</b></p>","","null","","","","",""
